Account_ID,Customer_ID,Account_Type,Open_Date,Balance,Status,Branch_ID
A003795,C09748,Savings,2023-11-06,12366.96,Active,B011
A003796,C04673,Savings,2025-03-19,27788.34,Active,B011
A003797,C05205,Fixed Deposit,2023-09-04,18502.33,Closed,B024
A003798,C12972,Current,2023-10-25,117552.12,Active,B003
A003799,C00589,Fixed Deposit,2023-11-07,15045.16,Active,B039
A003800,C10049,Fixed Deposit,2024-03-10,54798.07,Active,B060
A003801,C02945,Savings,2022-06-04,30375.1,Active,B021
A003802,C07093,Fixed Deposit,2022-03-31,9849.17,Dormant,B052
A003803,C06644,Fixed Deposit,2022-07-15,18116.87,Dormant,B028
A003804,C06555,Current,2025-03-17,12652.11,Active,B021
A003805,C14026,Savings,2024-06-27,25441.9,Active,B012
A003806,C13142,Fixed Deposit,2025-05-04,7073.61,Active,B032
A003807,C11440,Savings,2024-08-16,3831.54,Active,B056
A003808,C05571,Savings,2024-07-16,70004.0,Active,B010
A003809,C14132,Savings,2024-03-16,29883.39,Active,B060
A003810,C05421,Savings,2025-07-14,30455.56,Active,B052
A003811,C09203,Savings,2022-12-17,25386.07,Dormant,B021
A003812,C08861,Fixed Deposit,2025-01-25,27298.41,Active,B025
A003813,C00754,Current,2024-12-01,68125.49,Active,B041
A003814,C13012,Savings,2022-08-08,158220.51,Active,B020
A003815,C02450,Savings,2025-12-19,4339.59,Active,B007
A003816,C01933,Fixed Deposit,2022-05-16,11655.34,Active,B002
A003817,C13326,Savings,2025-01-06,13145.04,Active,B029
A003818,C03834,Recurring Deposit,2024-08-16,23106.83,Closed,B044
A003819,C10625,Recurring Deposit,2025-09-27,83373.62,Active,B036
A003820,C03040,Savings,2023-08-05,36023.1,Active,B026
A003821,C12240,Savings,2023-02-10,32933.72,Active,B036
A003822,C12565,Savings,2023-10-17,67752.05,Active,B002
A003823,C02203,Recurring Deposit,2024-02-03,5038.38,Active,B039
A003824,C06294,Savings,2023-06-28,15859.32,Active,B043
A003825,C08687,Savings,2022-11-06,14021.99,Active,B040
A003826,C14837,Savings,2025-05-16,15650.5,Active,B030
A003827,C14539,Savings,2022-10-17,13489.48,Active,B011
A003828,C11838,Savings,2024-08-19,17394.85,Active,B027
A003829,C04810,Savings,2023-01-04,38864.71,Active,B006
A003830,C11119,Savings,2022-06-03,7978.91,Active,B017
A003831,C13332,Recurring Deposit,2022-11-11,74106.86,Active,B049
A003832,C11238,Current,2023-06-05,26332.24,Active,B005
A003833,C01569,Recurring Deposit,2023-05-18,42610.79,Active,B044
A003834,C03570,Fixed Deposit,2022-10-14,6228.04,Active,B045
A003835,C14237,Savings,2022-06-02,34925.09,Active,B035
A003836,C01255,Savings,2025-03-30,53762.44,Active,B014
A003837,C03078,Current,2022-11-10,5350.74,Active,B027
A003838,C12782,Savings,2023-05-13,15075.55,Active,B042
A003839,C01535,Savings,2022-11-25,30172.66,Active,B060
A003840,C09596,Current,2022-09-22,34040.64,Active,B014
A003841,C07611,Fixed Deposit,2024-10-06,25422.99,Active,B011
A003842,C05901,Fixed Deposit,2025-02-23,22377.85,Active,B025
A003843,C05794,Fixed Deposit,2024-08-03,13022.14,Active,B002
A003844,C09100,Savings,2025-06-24,32300.42,Active,B038
A003845,C03093,Savings,2022-07-09,21489.6,Dormant,B025
A003846,C07558,Savings,2022-05-19,17113.69,Dormant,B018
A003847,C05111,Fixed Deposit,2022-03-14,8791.04,Active,B045
A003848,C12232,Savings,2022-07-06,55544.76,Active,B050
A003849,C09717,Savings,2024-04-10,34854.71,Active,B034
A003850,C09627,Savings,2024-07-21,20616.68,Active,B025
A003851,C08914,Fixed Deposit,2022-10-28,24856.94,Active,B048
A003852,C14433,Savings,2022-03-27,10219.69,Active,B005
A003853,C13270,Fixed Deposit,2022-12-22,10522.61,Closed,B057
A003854,C12806,Savings,2024-02-13,13842.7,Dormant,B041
A003855,C00874,Current,2023-02-14,5128.08,Active,B032
A003856,C09063,Savings,2023-01-22,9491.93,Active,B043
A003857,C13713,Savings,2025-09-05,11030.79,Active,B027
A003858,C05319,Current,2023-10-03,3681.88,Closed,B040
A003859,C14652,Savings,2022-05-23,65696.08,Active,B036
A003860,C02036,Current,2025-01-25,22061.72,Active,B007
A003861,C12034,Recurring Deposit,2023-10-24,27742.95,Active,B021
A003862,C14634,Savings,2024-12-15,37196.29,Active,B013
A003863,C11023,Savings,2022-10-20,51711.06,Active,B039
A003864,C09961,Savings,2023-06-18,2857.29,Active,B012
A003865,C05608,Savings,2023-03-07,25995.47,Active,B060
A003866,C08351,Savings,2024-04-17,6196.05,Active,B007
A003867,C01098,Current,2023-01-04,21963.0,Active,B016
A003868,C05948,Current,2024-08-20,4952.86,Closed,B017
A003869,C09452,Current,2022-12-27,16077.32,Active,B026
A003870,C01987,Savings,2025-09-27,32520.39,Active,B022
A003871,C04801,Savings,2023-11-25,29023.12,Active,B011
A003872,C12853,Savings,2024-07-09,5766.24,Active,B047
A003873,C09256,Savings,2022-12-10,21349.38,Active,B051
A003874,C13906,Savings,2022-09-05,41761.15,Active,B057
A003875,C04204,Fixed Deposit,2024-02-05,22425.94,Active,B060
A003876,C07401,Savings,2024-05-08,8693.67,Active,B040
A003877,C14779,Current,2024-06-02,39495.8,Active,B001
A003878,C13119,Savings,2025-05-17,31082.17,Active,B021
A003879,C11974,Savings,2025-10-19,22875.48,Active,B047
A003880,C03903,Recurring Deposit,2024-12-14,173270.63,Active,B023
A003881,C08040,Savings,2024-06-12,34622.64,Closed,B012
A003882,C10681,Fixed Deposit,2024-12-11,36802.1,Dormant,B008
A003883,C04618,Fixed Deposit,2024-02-09,42829.79,Active,B009
A003884,C00933,Savings,2025-10-19,20959.99,Active,B043
A003885,C03016,Savings,2023-05-15,11208.97,Active,B047
A003886,C06617,Savings,2024-12-19,29443.11,Active,B051
A003887,C07530,Fixed Deposit,2023-09-08,33687.94,Active,B032
A003888,C13123,Fixed Deposit,2025-12-05,8463.33,Active,B012
A003889,C12247,Fixed Deposit,2022-07-05,100911.12,Active,B038
A003890,C05977,Fixed Deposit,2023-08-01,14574.68,Active,B060
A003891,C03250,Savings,2024-06-02,11273.22,Active,B052
A003892,C14390,Savings,2024-03-19,51266.09,Dormant,B057
A003893,C00423,Savings,2024-01-13,23416.76,Active,B058
A003894,C00841,Savings,2025-03-04,25554.13,Active,B004
A003895,C13959,Current,2024-01-17,78921.97,Active,B048
A003896,C08310,Savings,2023-09-21,38572.91,Active,B033
A003897,C03040,Current,2024-02-07,44643.55,Active,B048
A003898,C08726,Savings,2025-08-07,8432.96,Active,B051
A003899,C14024,Fixed Deposit,2025-06-13,14392.07,Active,B007
A003900,C14736,Savings,2024-09-08,14265.39,Active,B001
A003901,C09003,Savings,2022-05-31,5772.16,Dormant,B021
A003902,C04825,Current,2024-11-30,31193.75,Active,B049
A003903,C06550,Savings,2024-02-03,72360.19,Active,B012
A003904,C04591,Current,2024-09-28,2750.31,Active,B024
A003905,C00091,Current,2025-09-05,38996.82,Active,B060
A003906,C05169,Recurring Deposit,2023-04-30,26925.76,Active,B039
A003907,C10895,Savings,2023-07-15,154900.77,Active,B043
A003908,C05732,Fixed Deposit,2024-09-09,114404.72,Dormant,B050
A003909,C14029,Savings,2024-12-19,33943.22,Active,B049
A003910,C07576,Savings,2023-12-09,29560.7,Active,B042
A003911,C03140,Fixed Deposit,2022-10-25,5474.3,Active,B051
A003912,C07957,Recurring Deposit,2024-08-14,163045.45,Active,B052
A003913,C01691,Fixed Deposit,2025-06-01,4912.92,Active,B053
A003914,C02527,Current,2024-12-11,18146.36,Active,B041
A003915,C08954,Savings,2025-03-17,14348.23,Active,B008
A003916,C06912,Savings,2024-03-16,23290.46,Closed,B002
A003917,C02175,Savings,2023-09-05,7913.33,Active,B050
A003918,C02067,Savings,2025-11-14,9130.39,Active,B021
A003919,C11922,Savings,2022-12-30,13404.73,Active,B013
A003920,C03059,Current,2022-01-09,24821.57,Active,B036
A003921,C07551,Savings,2024-11-28,3396.76,Active,B016
A003922,C08043,Recurring Deposit,2023-03-13,20330.09,Active,B035
A003923,C03274,Savings,2022-10-14,10557.87,Active,B055
A003924,C02632,Savings,2025-04-30,20474.43,Active,B048
A003925,C06804,Savings,2023-07-23,10933.18,Active,B007
A003926,C13828,Current,2024-11-05,4254.81,Active,B021
A003927,C09972,Savings,2023-01-24,130558.34,Active,B025
A003928,C13252,Recurring Deposit,2023-11-19,14271.73,Active,B057
A003929,C14027,Fixed Deposit,2025-07-27,12538.94,Active,B028
A003930,C09672,Savings,2025-12-28,90650.15,Active,B033
A003931,C11219,Fixed Deposit,2023-10-05,34705.62,Dormant,B016
A003932,C09057,Savings,2024-01-23,9691.93,Active,B005
A003933,C10709,Savings,2025-02-12,34862.51,Active,B050
A003934,C11025,Fixed Deposit,2025-09-05,15103.48,Active,B058
A003935,C00118,Fixed Deposit,2025-05-28,5146.02,Dormant,B021
A003936,C14645,Current,2025-09-23,4267.36,Active,B055
A003937,C05461,Fixed Deposit,2022-11-15,8818.96,Active,B030
A003938,C10928,Savings,2023-02-08,49789.41,Active,B043
A003939,C09084,Savings,2025-11-18,47387.86,Active,B017
A003940,C05626,Savings,2025-10-27,34644.41,Active,B034
A003941,C09227,Fixed Deposit,2025-09-24,8641.01,Active,B002
A003942,C10170,Savings,2024-11-17,13799.01,Active,B032
A003943,C10457,Savings,2023-12-12,45173.27,Active,B044
A003944,C08368,Recurring Deposit,2024-10-09,43263.11,Active,B016
A003945,C04972,Savings,2023-05-29,9868.7,Active,B060
A003946,C04993,Fixed Deposit,2023-03-14,37155.4,Active,B038
A003947,C07532,Current,2024-12-03,11560.81,Active,B003
A003948,C03351,Current,2024-07-19,4593.27,Active,B004
A003949,C05251,Savings,2025-04-30,13473.63,Active,B004
A003950,C06226,Fixed Deposit,2022-03-11,49611.53,Active,B024
A003951,C05900,Fixed Deposit,2023-04-13,5909.39,Active,B041
A003952,C10109,Savings,2022-02-21,59700.98,Active,B014
A003953,C09963,Recurring Deposit,2024-11-04,14701.48,Active,B024
A003954,C12614,Savings,2023-12-01,18576.67,Active,B007
A003955,C06547,Fixed Deposit,2024-08-14,6255.76,Active,B051
A003956,C02248,Savings,2024-06-12,16481.31,Active,B031
A003957,C08791,Savings,2023-05-25,84831.51,Active,B032
A003958,C10248,Fixed Deposit,2023-12-15,24542.94,Active,B014
A003959,C11524,Fixed Deposit,2022-01-05,28569.46,Active,B007
A003960,C06118,Savings,2025-10-04,4267.6,Active,B051
A003961,C12294,Savings,2023-09-10,35370.1,Active,B056
A003962,C13432,Savings,2022-04-22,7140.29,Active,B033
A003963,C08761,Savings,2024-03-15,7690.71,Active,B031
A003964,C03517,Savings,2022-10-26,38336.91,Active,B027
A003965,C07998,Recurring Deposit,2023-02-27,6636.63,Active,B006
A003966,C07894,Savings,2025-09-05,7529.67,Active,B054
A003967,C11834,Savings,2023-01-24,13477.8,Dormant,B007
A003968,C14869,Current,2023-05-21,15281.26,Active,B018
A003969,C11194,Fixed Deposit,2022-07-09,61652.94,Active,B059
A003970,C05380,Fixed Deposit,2024-10-11,33960.76,Active,B026
A003971,C10554,Recurring Deposit,2025-10-13,25550.37,Active,B014
A003972,C00413,Savings,2022-12-08,10281.83,Closed,B051
A003973,C03244,Savings,2022-07-29,12987.35,Active,B046
A003974,C14031,Recurring Deposit,2025-08-22,22201.24,Closed,B001
A003975,C14621,Fixed Deposit,2025-01-27,16297.45,Active,B025
A003976,C02785,Savings,2024-10-21,19458.97,Active,B004
A003977,C09545,Savings,2024-04-30,30523.73,Active,B038
A003978,C03662,Fixed Deposit,2023-02-18,46793.25,Active,B052
A003979,C06181,Savings,2023-06-04,30152.27,Active,B019
A003980,C05847,Savings,2025-10-25,9277.62,Dormant,B021
A003981,C14845,Savings,2022-09-19,39024.52,Active,B047
A003982,C11485,Current,2025-07-05,15337.02,Active,B025
A003983,C00122,Fixed Deposit,2024-09-18,5724.61,Active,B007
A003984,C14043,Fixed Deposit,2023-02-08,7338.51,Active,B001
A003985,C11398,Savings,2023-07-09,5204.49,Active,B009
A003986,C12611,Fixed Deposit,2025-01-13,13594.26,Active,B055
A003987,C07079,Savings,2024-07-08,14302.18,Active,B028
A003988,C12283,Savings,2023-11-24,5778.75,Active,B026
A003989,C06791,Recurring Deposit,2025-03-16,20069.85,Dormant,B054
A003990,C13615,Savings,2023-01-05,177551.94,Dormant,B056
A003991,C11831,Current,2024-10-15,22986.31,Active,B002
A003992,C00858,Current,2022-11-29,20914.88,Active,B058
A003993,C03595,Savings,2024-09-11,10553.05,Active,B015
A003994,C14995,Savings,2023-07-12,34872.03,Active,B037
A003995,C11027,Savings,2025-02-23,2688.61,Active,B039
A003996,C01149,Current,2023-08-17,10251.66,Closed,B002
A003997,C09586,Savings,2024-09-01,45689.3,Active,B053
A003998,C02869,Recurring Deposit,2025-07-30,6533.92,Active,B022
A003999,C05070,Savings,2023-08-29,11630.51,Active,B060
A004000,C06981,Savings,2023-02-10,6092.29,Active,B022
A004001,C11284,Savings,2022-12-27,21210.55,Active,B058
A004002,C01466,Current,2025-12-09,9702.52,Active,B040
A004003,C13321,Savings,2023-09-08,5068.91,Active,B001
A004004,C01906,Fixed Deposit,2023-04-20,11907.51,Active,B040
A004005,C05247,Current,2022-12-17,6419.11,Active,B010
A004006,C03723,Savings,2023-03-18,34218.09,Active,B046
A004007,C12129,Savings,2023-04-07,15501.12,Active,B022
A004008,C07117,Savings,2023-10-04,106341.46,Active,B051
A004009,C00890,Savings,2022-09-26,34523.12,Active,B049
A004010,C14249,Savings,2024-02-28,28726.0,Active,B057
A004011,C00580,Savings,2024-04-21,13564.82,Closed,B028
A004012,C00164,Fixed Deposit,2024-04-11,8741.37,Active,B041
A004013,C13034,Savings,2023-08-01,10344.77,Active,B052
A004014,C05999,Fixed Deposit,2024-10-16,86118.82,Closed,B021
A004015,C09372,Savings,2023-12-07,5782.17,Active,B032
A004016,C06744,Savings,2024-12-09,6953.85,Active,B007
A004017,C05879,Savings,2025-09-09,8178.49,Active,B060
A004018,C08619,Current,2025-08-26,25073.16,Active,B014
A004019,C02369,Savings,2024-05-23,27772.59,Active,B001
A004020,C10298,Savings,2025-07-11,8507.66,Dormant,B032
A004021,C10579,Savings,2022-01-16,11772.76,Active,B027
A004022,C09082,Recurring Deposit,2024-12-30,10691.77,Active,B004
A004023,C13200,Fixed Deposit,2023-07-13,21716.77,Active,B031
A004024,C04198,Savings,2023-04-20,10179.87,Active,B040
A004025,C01462,Savings,2023-11-13,25874.33,Dormant,B003
A004026,C01112,Recurring Deposit,2023-07-13,63493.13,Active,B003
A004027,C09495,Savings,2025-09-07,39082.72,Dormant,B012
A004028,C02268,Savings,2023-07-01,7169.55,Active,B059
A004029,C00611,Savings,2023-08-19,6496.17,Active,B006
A004030,C05244,Savings,2024-05-27,19012.38,Active,B045
A004031,C08644,Savings,2024-05-31,6705.67,Dormant,B042
A004032,C00899,Current,2023-12-14,48712.54,Active,B025
A004033,C00041,Savings,2023-04-02,66502.3,Active,B008
A004034,C09141,Savings,2024-09-12,11009.29,Active,B014
A004035,C04281,Savings,2024-08-07,20163.84,Active,B037
A004036,C02167,Current,2022-04-27,6902.81,Dormant,B053
A004037,C14128,Savings,2025-05-28,5928.54,Active,B045
A004038,C04881,Savings,2025-03-03,4343.1,Active,B002
A004039,C00121,Recurring Deposit,2023-07-20,230834.48,Closed,B041
A004040,C12498,Savings,2024-01-11,14682.26,Active,B053
A004041,C09133,Current,2024-09-09,7457.52,Active,B014
A004042,C06922,Recurring Deposit,2023-05-27,24128.09,Active,B032
A004043,C03295,Savings,2022-02-15,18137.94,Active,B058
A004044,C10866,Savings,2024-08-31,182260.45,Active,B043
A004045,C13348,Fixed Deposit,2022-02-17,57379.82,Active,B010
A004046,C04486,Savings,2022-04-03,21832.41,Active,B019
A004047,C14918,Savings,2023-05-11,6200.45,Active,B047
A004048,C07162,Savings,2023-07-06,15379.0,Active,B057
A004049,C07449,Fixed Deposit,2025-01-29,130623.31,Active,B023
A004050,C14905,Savings,2025-11-28,10188.06,Active,B035
A004051,C11280,Savings,2025-11-23,3963.02,Active,B027
A004052,C07732,Savings,2024-06-07,18206.66,Active,B018
A004053,C02549,Recurring Deposit,2022-11-24,23882.1,Dormant,B013
A004054,C02638,Savings,2022-08-16,12699.94,Active,B031
A004055,C14147,Recurring Deposit,2023-03-29,75467.46,Active,B017
A004056,C02603,Current,2025-01-15,25596.33,Active,B010
A004057,C06965,Fixed Deposit,2022-07-08,90038.37,Active,B008
A004058,C04375,Savings,2025-11-26,24008.91,Dormant,B040
A004059,C11373,Savings,2025-12-15,16140.91,Active,B020
A004060,C01986,Savings,2025-06-01,65092.26,Active,B027
A004061,C07354,Fixed Deposit,2025-03-20,6022.06,Active,B017
A004062,C10098,Savings,2023-02-16,15911.23,Active,B054
A004063,C00833,Savings,2024-08-30,6681.29,Active,B017
A004064,C10127,Savings,2022-11-18,32435.82,Active,B051
A004065,C11710,Current,2022-04-06,53786.63,Active,B005
A004066,C13133,Savings,2022-12-14,30406.44,Active,B015
A004067,C03279,Fixed Deposit,2025-04-05,124913.77,Dormant,B027
A004068,C14338,Recurring Deposit,2025-06-04,7097.72,Active,B032
A004069,C01109,Savings,2022-02-09,27320.95,Closed,B035
A004070,C05721,Current,2024-11-29,13191.58,Active,B030
A004071,C03205,Savings,2024-07-12,25058.15,Active,B025
A004072,C12571,Savings,2024-12-30,142177.69,Active,B005
A004073,C12473,Savings,2025-11-28,167988.79,Active,B038
A004074,C04434,Fixed Deposit,2025-05-15,35750.8,Dormant,B008
A004075,C06044,Savings,2023-04-20,63488.09,Active,B011
A004076,C14239,Savings,2023-12-01,74470.72,Active,B051
A004077,C00827,Savings,2023-12-21,50256.92,Dormant,B005
A004078,C13215,Savings,2022-01-02,41363.46,Active,B038
A004079,C05974,Savings,2023-01-06,33299.18,Active,B058
A004080,C10225,Savings,2022-12-12,10431.28,Active,B010
A004081,C09628,Fixed Deposit,2025-10-27,13967.36,Active,B049
A004082,C05393,Recurring Deposit,2025-09-24,21822.92,Dormant,B015
A004083,C07955,Fixed Deposit,2023-04-02,116167.1,Active,B010
A004084,C00261,Savings,2025-04-23,8828.7,Active,B044
A004085,C08119,Current,2022-06-24,7966.28,Active,B017
A004086,C10864,Fixed Deposit,2025-05-21,7058.02,Active,B027
A004087,C11728,Fixed Deposit,2025-01-03,36608.64,Active,B034
A004088,C01402,Fixed Deposit,2022-04-27,43499.77,Dormant,B045
A004089,C02615,Savings,2024-02-26,16886.67,Active,B019
A004090,C03951,Fixed Deposit,2023-10-08,23924.06,Active,B023
A004091,C13297,Savings,2022-06-23,67045.22,Active,B007
A004092,C07647,Fixed Deposit,2022-09-20,15940.74,Closed,B048
A004093,C13650,Savings,2024-03-10,18091.75,Active,B057
A004094,C12993,Current,2023-09-27,6432.15,Active,B053
A004095,C12401,Savings,2025-09-14,28879.17,Active,B015
A004096,C07524,Current,2025-01-27,20389.39,Active,B040
A004097,C12495,Savings,2024-08-22,42122.73,Active,B034
A004098,C11835,Recurring Deposit,2023-07-04,3271.08,Active,B041
A004099,C12160,Fixed Deposit,2023-10-09,5527.9,Active,B044
A004100,C00625,Fixed Deposit,2024-04-01,40654.68,Active,B050
A004101,C04164,Savings,2024-04-11,18655.15,Active,B005
A004102,C04139,Fixed Deposit,2023-09-29,14598.11,Active,B010
A004103,C03939,Fixed Deposit,2024-08-04,55581.64,Active,B018
A004104,C09751,Savings,2024-10-18,81904.69,Active,B018
A004105,C12927,Savings,2025-05-07,34404.37,Active,B052
A004106,C09291,Savings,2025-07-01,10914.77,Active,B024
A004107,C13019,Current,2024-06-06,15546.96,Active,B027
A004108,C08445,Savings,2024-05-10,3994.72,Closed,B019
A004109,C08230,Fixed Deposit,2024-02-26,12874.53,Active,B018
A004110,C11589,Savings,2022-03-08,27506.16,Active,B041
A004111,C05883,Savings,2025-04-10,25458.45,Active,B001
A004112,C03605,Recurring Deposit,2024-08-21,54665.43,Active,B032
A004113,C08120,Savings,2023-11-04,13303.96,Active,B012
A004114,C12690,Savings,2024-05-24,73033.58,Active,B030
A004115,C14449,Savings,2022-04-10,11836.96,Dormant,B006
A004116,C08820,Savings,2023-04-19,14810.36,Active,B052
A004117,C12425,Savings,2025-02-24,25205.71,Active,B008
A004118,C13397,Savings,2023-04-24,7332.66,Active,B017
A004119,C14798,Savings,2024-01-15,67301.24,Active,B049
A004120,C07403,Current,2024-03-09,9734.82,Active,B057
A004121,C04797,Savings,2025-10-17,8010.75,Active,B022
A004122,C01517,Savings,2025-06-25,24956.42,Dormant,B043
A004123,C03492,Fixed Deposit,2024-01-23,2520.31,Active,B021
A004124,C12344,Current,2022-11-30,5214.39,Active,B004
A004125,C08778,Savings,2023-12-23,52281.02,Active,B024
A004126,C05181,Current,2025-04-10,19702.25,Dormant,B017
A004127,C02992,Savings,2024-08-03,23470.1,Active,B032
A004128,C14460,Current,2022-01-21,3522.83,Active,B028
A004129,C13743,Recurring Deposit,2023-07-13,38768.2,Closed,B034
A004130,C11494,Savings,2023-01-22,14217.41,Active,B012
A004131,C03140,Current,2024-02-16,8788.13,Active,B006
A004132,C05751,Savings,2022-09-01,6757.29,Active,B022
A004133,C12731,Savings,2024-05-09,2845.96,Active,B040
A004134,C04972,Savings,2024-02-09,13835.34,Active,B013
A004135,C08639,Fixed Deposit,2023-07-29,29944.79,Active,B044
A004136,C09424,Fixed Deposit,2023-09-02,26444.49,Active,B048
A004137,C13557,Recurring Deposit,2022-01-29,2931.84,Active,B048
A004138,C12655,Current,2023-11-02,23118.19,Active,B039
A004139,C13177,Savings,2025-04-03,7990.06,Active,B054
A004140,C00305,Savings,2024-04-03,98266.68,Active,B009
A004141,C04583,Savings,2024-02-07,75760.25,Active,B004
A004142,C11446,Savings,2024-04-05,43422.15,Active,B058
A004143,C13038,Savings,2022-06-11,30840.25,Active,B038
A004144,C02541,Fixed Deposit,2024-02-11,59670.54,Active,B023
A004145,C00097,Current,2023-06-16,15215.13,Active,B009
A004146,C02790,Fixed Deposit,2024-09-11,3740.28,Active,B033
A004147,C10827,Current,2025-01-24,31470.77,Active,B049
A004148,C13306,Savings,2022-09-04,12930.29,Active,B030
A004149,C03526,Fixed Deposit,2025-08-31,27154.73,Active,B040
A004150,C11484,Fixed Deposit,2023-04-29,21575.01,Active,B014
A004151,C10570,Savings,2023-03-27,28165.09,Active,B004
A004152,C10720,Fixed Deposit,2023-10-03,45033.0,Active,B001
A004153,C05177,Savings,2025-02-15,13900.31,Active,B048
A004154,C01418,Fixed Deposit,2025-11-29,3087.09,Active,B007
A004155,C03792,Current,2022-11-17,17855.07,Dormant,B045
A004156,C00379,Fixed Deposit,2025-11-23,34174.77,Active,B016
A004157,C09374,Savings,2023-06-20,26683.22,Active,B047
A004158,C01441,Savings,2023-06-12,7292.46,Active,B022
A004159,C14468,Savings,2024-05-03,17441.72,Active,B026
A004160,C08709,Savings,2022-01-23,6553.76,Active,B023
A004161,C10643,Savings,2023-06-25,27140.61,Active,B036
A004162,C10553,Current,2025-10-18,41717.63,Active,B022
A004163,C12683,Savings,2023-07-29,60770.22,Active,B004
A004164,C12216,Savings,2025-11-17,30803.2,Dormant,B060
A004165,C10997,Current,2022-08-02,27520.37,Active,B059
A004166,C03812,Current,2024-07-09,54262.08,Active,B022
A004167,C08482,Fixed Deposit,2024-06-09,7655.21,Closed,B031
A004168,C12683,Current,2023-02-20,40831.57,Active,B056
A004169,C12455,Fixed Deposit,2024-08-10,9907.98,Active,B013
A004170,C13175,Fixed Deposit,2023-09-07,24689.69,Active,B008
A004171,C04687,Savings,2023-07-25,52694.27,Active,B056
A004172,C02885,Savings,2024-11-26,18386.17,Active,B057
A004173,C12615,Savings,2025-04-24,3658.15,Active,B036
A004174,C10699,Savings,2024-05-29,12054.95,Active,B003
A004175,C05471,Savings,2024-03-19,6837.98,Active,B052
A004176,C01877,Recurring Deposit,2024-08-09,24753.1,Active,B037
A004177,C00141,Savings,2022-05-07,8984.45,Active,B050
A004178,C13918,Savings,2024-11-12,8535.59,Active,B030
A004179,C09079,Fixed Deposit,2024-09-09,7136.35,Active,B047
A004180,C09494,Savings,2024-09-14,3155.45,Active,B046
A004181,C13928,Savings,2023-03-01,10769.5,Active,B042
A004182,C03343,Savings,2022-09-07,37834.12,Active,B014
A004183,C05458,Current,2022-03-18,4066.05,Active,B021
A004184,C09891,Current,2025-10-09,24219.87,Active,B054
A004185,C13906,Savings,2023-08-12,9898.45,Active,B042
A004186,C13037,Fixed Deposit,2022-11-23,5134.01,Active,B002
A004187,C05831,Savings,2023-11-23,8490.64,Active,B001
A004188,C04639,Fixed Deposit,2023-01-16,22580.96,Active,B059
A004189,C05187,Savings,2023-04-06,30663.31,Active,B003
A004190,C06371,Savings,2022-10-15,62570.62,Active,B025
A004191,C14280,Current,2023-12-09,8383.74,Active,B028
A004192,C02205,Recurring Deposit,2023-01-24,36840.13,Active,B028
A004193,C02342,Savings,2024-07-03,31502.83,Active,B015
A004194,C02895,Fixed Deposit,2025-10-12,68170.5,Active,B049
A004195,C08258,Recurring Deposit,2024-07-27,11423.11,Active,B040
A004196,C12102,Recurring Deposit,2022-01-03,18309.01,Active,B037
A004197,C00111,Savings,2022-06-05,8553.04,Active,B005
A004198,C10957,Savings,2022-06-08,41696.37,Active,B047
A004199,C04495,Savings,2025-11-20,23790.51,Active,B029
A004200,C02960,Fixed Deposit,2022-12-24,17477.81,Active,B013
A004201,C03799,Savings,2025-12-12,11834.9,Active,B036
A004202,C11120,Fixed Deposit,2024-09-17,23733.65,Active,B033
A004203,C04711,Current,2023-08-15,17432.35,Active,B008
A004204,C13479,Savings,2023-04-08,31561.25,Active,B018
A004205,C03388,Savings,2025-06-13,13538.69,Active,B055
A004206,C05942,Current,2022-10-31,11251.59,Active,B001
A004207,C02093,Savings,2022-07-12,19471.06,Active,B044
A004208,C06742,Savings,2023-09-18,13111.54,Active,B049
A004209,C14930,Savings,2023-11-24,11876.9,Active,B050
A004210,C02820,Fixed Deposit,2023-07-04,4159.32,Active,B034
A004211,C07460,Current,2025-11-06,6537.75,Active,B015
A004212,C13268,Fixed Deposit,2025-08-14,4139.11,Active,B054
A004213,C07252,Recurring Deposit,2025-08-06,12265.78,Active,B038
A004214,C01163,Savings,2022-01-18,50075.31,Active,B046
A004215,C01665,Fixed Deposit,2024-07-18,5176.06,Active,B012
A004216,C01862,Savings,2022-11-13,6862.06,Active,B032
A004217,C02832,Savings,2025-11-04,15631.86,Closed,B048
A004218,C04462,Savings,2022-10-01,85890.71,Dormant,B057
A004219,C00567,Recurring Deposit,2022-07-09,55068.05,Active,B059
A004220,C09397,Recurring Deposit,2022-11-21,2903.14,Active,B005
A004221,C14948,Fixed Deposit,2023-08-23,18818.08,Active,B025
A004222,C02112,Savings,2022-04-21,2793.77,Active,B023
A004223,C08216,Current,2023-11-21,17332.51,Active,B046
A004224,C05695,Savings,2023-12-20,77056.8,Active,B053
A004225,C14155,Savings,2023-05-28,6637.52,Active,B021
A004226,C14402,Savings,2025-01-17,22178.86,Active,B001
A004227,C03928,Savings,2025-08-25,25276.15,Closed,B021
A004228,C12596,Fixed Deposit,2024-06-17,22324.85,Active,B006
A004229,C06404,Savings,2023-09-15,123248.62,Active,B027
A004230,C08898,Savings,2024-03-16,38618.22,Active,B046
A004231,C05032,Savings,2025-05-24,78901.6,Active,B014
A004232,C10225,Fixed Deposit,2025-02-08,22805.94,Active,B013
A004233,C06099,Savings,2023-10-24,11323.23,Active,B030
A004234,C05586,Fixed Deposit,2023-09-18,17513.05,Active,B037
A004235,C00892,Savings,2024-10-13,33972.78,Closed,B022
A004236,C04780,Savings,2023-01-07,12186.51,Active,B059
