Card_ID,Customer_ID,Card_Type,Credit_Limit,Outstanding_Amount,Annual_Fee,Status,Issue_Date
CC001198,C07393,Gold,28100.0,2900.28,499,Active,2025-02-22
CC001199,C08159,Platinum,41400.0,12484.31,499,Active,2025-04-23
CC001200,C10068,Gold,20000.0,10839.33,2999,Closed,2023-03-16
CC001201,C10667,Classic,20000.0,3166.39,0,Closed,2023-01-15
CC001202,C00466,Gold,47900.0,17438.99,2999,Active,2024-03-15
CC001203,C01455,Platinum,115400.0,40695.73,0,Active,2023-04-01
CC001204,C06745,Classic,57900.0,17763.55,499,Active,2022-11-26
CC001205,C01077,Classic,193500.0,54522.71,499,Active,2022-08-08
CC001206,C02359,Gold,49900.0,11610.89,499,Active,2025-07-30
CC001207,C03454,Platinum,20000.0,6421.18,499,Active,2022-04-20
CC001208,C04712,Classic,27400.0,13242.48,0,Active,2022-08-07
CC001209,C12746,Platinum,42100.0,2620.99,0,Active,2024-09-26
CC001210,C12194,Classic,50200.0,17597.82,499,Active,2024-06-23
CC001211,C05509,Platinum,114800.0,13430.61,0,Active,2025-09-26
CC001212,C10408,Gold,20000.0,4309.71,499,Active,2022-06-26
CC001213,C01338,Classic,80700.0,9351.91,999,Active,2024-07-10
CC001214,C11798,Gold,24100.0,6002.46,499,Active,2023-02-09
CC001215,C01430,Platinum,44400.0,15051.68,0,Active,2024-02-10
CC001216,C03583,Gold,47600.0,28727.81,0,Active,2022-10-28
CC001217,C02506,Gold,43900.0,33003.93,499,Closed,2022-10-23
CC001218,C03725,Classic,36100.0,3534.76,499,Active,2024-03-23
CC001219,C09824,Platinum,46000.0,6886.09,0,Active,2022-10-27
CC001220,C14447,Gold,113900.0,53378.0,499,Active,2025-10-10
CC001221,C00686,Gold,20100.0,4272.88,499,Active,2023-09-04
CC001222,C12154,Classic,20000.0,2809.96,999,Active,2022-01-02
CC001223,C10031,Platinum,20000.0,5802.15,1999,Closed,2023-07-15
CC001224,C12024,Platinum,35700.0,4974.67,2999,Active,2023-01-18
CC001225,C00630,Platinum,60700.0,18135.44,499,Active,2022-09-12
CC001226,C07047,Classic,20000.0,8467.75,1999,Active,2024-01-23
CC001227,C12567,Classic,21200.0,8002.08,999,Active,2022-05-28
CC001228,C00951,Gold,74800.0,4242.84,499,Active,2022-04-08
CC001229,C06677,Gold,39400.0,21948.19,499,Active,2022-07-31
CC001230,C13818,Platinum,31400.0,19925.83,999,Blocked,2024-08-10
CC001231,C12575,Signature,86400.0,34866.43,2999,Active,2022-07-18
CC001232,C10776,Platinum,20000.0,6804.57,0,Active,2022-04-13
CC001233,C01688,Platinum,20000.0,6352.57,0,Active,2023-01-11
CC001234,C13887,Platinum,20400.0,5372.87,0,Active,2025-10-22
CC001235,C14326,Gold,31100.0,3402.66,999,Active,2024-11-04
CC001236,C02339,Classic,34400.0,4783.07,499,Active,2022-02-10
CC001237,C14708,Gold,28700.0,2765.31,999,Active,2025-07-16
CC001238,C14553,Platinum,57000.0,17277.98,0,Active,2024-08-06
CC001239,C12012,Classic,25000.0,11368.72,0,Active,2022-06-15
CC001240,C11244,Classic,23000.0,7211.57,499,Active,2025-06-17
CC001241,C11783,Classic,26000.0,19080.71,0,Active,2025-03-14
CC001242,C12705,Gold,36600.0,3692.55,0,Active,2024-11-20
CC001243,C13880,Platinum,75600.0,21506.36,0,Active,2024-05-28
CC001244,C01282,Gold,44800.0,28101.13,1999,Active,2024-09-26
CC001245,C07595,Platinum,57800.0,18556.76,499,Active,2025-05-08
CC001246,C03645,Platinum,34700.0,12090.12,0,Active,2025-01-21
CC001247,C05420,Gold,68700.0,16591.21,499,Active,2025-06-11
CC001248,C12156,Signature,33300.0,4104.72,0,Active,2025-05-29
CC001249,C02368,Gold,20000.0,11921.18,0,Blocked,2024-10-08
CC001250,C13552,Platinum,146700.0,40249.14,499,Active,2022-02-17
CC001251,C03852,Platinum,249200.0,67763.65,499,Active,2022-07-01
CC001252,C12550,Classic,26900.0,3348.89,999,Active,2025-12-23
CC001253,C06163,Platinum,84200.0,46215.13,999,Active,2025-07-25
CC001254,C00574,Gold,30400.0,15567.13,0,Active,2023-10-29
CC001255,C03790,Platinum,24200.0,8665.09,0,Active,2023-06-12
CC001256,C10445,Platinum,22900.0,12097.17,999,Active,2023-01-23
CC001257,C09487,Classic,75500.0,13073.91,999,Active,2025-03-21
CC001258,C12575,Gold,93900.0,26856.03,499,Active,2025-08-10
CC001259,C14219,Platinum,36000.0,10107.91,999,Active,2023-10-14
CC001260,C03381,Classic,43300.0,7518.94,0,Active,2022-03-28
CC001261,C03055,Classic,40100.0,16492.05,499,Active,2023-11-30
CC001262,C10304,Classic,20000.0,3191.14,0,Active,2023-07-17
CC001263,C10637,Gold,79300.0,17699.62,999,Active,2025-04-10
CC001264,C10599,Platinum,29900.0,10502.58,999,Active,2024-04-20
CC001265,C01583,Classic,116200.0,45992.29,499,Active,2025-06-13
CC001266,C09276,Platinum,38600.0,20055.33,999,Active,2022-04-29
CC001267,C11176,Gold,66600.0,18114.74,1999,Active,2023-09-12
CC001268,C02965,Classic,74400.0,12518.75,1999,Active,2023-08-15
CC001269,C12322,Classic,100800.0,13717.78,0,Active,2024-04-16
CC001270,C14307,Signature,20600.0,7576.51,499,Active,2025-05-30
CC001271,C01217,Platinum,129900.0,45959.58,999,Active,2022-09-16
CC001272,C14829,Platinum,20000.0,1615.5,1999,Blocked,2023-10-21
CC001273,C01903,Platinum,20000.0,4279.32,999,Closed,2025-03-05
CC001274,C10214,Gold,79700.0,15498.69,1999,Closed,2024-09-03
CC001275,C12535,Signature,21300.0,10349.54,999,Closed,2023-12-09
CC001276,C01495,Signature,83600.0,3671.76,999,Active,2022-11-19
CC001277,C05334,Classic,44500.0,15344.22,0,Active,2025-12-27
CC001278,C02667,Classic,51300.0,12615.19,0,Active,2023-01-30
CC001279,C00066,Platinum,61300.0,2584.13,0,Active,2024-12-15
CC001280,C05257,Platinum,43800.0,17878.29,0,Active,2022-03-08
CC001281,C07578,Classic,34400.0,19898.1,0,Closed,2022-04-06
CC001282,C05652,Gold,67700.0,26357.21,0,Active,2022-07-12
CC001283,C09956,Classic,20000.0,10232.45,999,Closed,2024-12-14
CC001284,C02694,Signature,56100.0,13119.58,1999,Closed,2023-03-13
CC001285,C10219,Classic,60700.0,34363.14,999,Active,2025-01-01
CC001286,C06512,Gold,45800.0,18190.27,499,Closed,2025-12-31
CC001287,C07599,Gold,27100.0,14452.57,499,Blocked,2024-02-22
CC001288,C05731,Classic,20000.0,5590.92,0,Closed,2025-11-01
CC001289,C13029,Classic,65300.0,19057.95,499,Active,2023-04-10
CC001290,C11473,Platinum,39400.0,14690.68,1999,Active,2022-06-30
CC001291,C13455,Platinum,107500.0,33497.15,499,Active,2025-03-02
CC001292,C02021,Classic,47500.0,20273.28,1999,Active,2022-03-21
CC001293,C13070,Gold,32000.0,24006.38,499,Active,2024-12-06
CC001294,C10348,Signature,20000.0,8134.9,499,Active,2024-09-20
CC001295,C08504,Platinum,234100.0,74065.95,2999,Active,2024-03-26
CC001296,C07892,Platinum,39400.0,7516.62,1999,Blocked,2022-06-10
CC001297,C07629,Classic,38900.0,12791.84,499,Active,2024-09-26
CC001298,C13667,Gold,25200.0,8579.96,0,Active,2023-04-28
CC001299,C11854,Platinum,20000.0,3806.46,0,Active,2022-07-22
CC001300,C14326,Classic,57700.0,19929.79,1999,Closed,2022-06-26
CC001301,C03818,Classic,20000.0,4533.91,0,Active,2024-04-09
CC001302,C06524,Classic,76600.0,39707.54,499,Active,2022-05-25
CC001303,C07482,Classic,31400.0,10793.89,0,Active,2024-09-01
CC001304,C08188,Gold,36900.0,13887.82,2999,Active,2022-06-22
CC001305,C04206,Classic,71400.0,32818.02,0,Active,2023-10-13
CC001306,C11387,Classic,61600.0,28206.59,0,Active,2025-01-13
CC001307,C00800,Classic,20000.0,5306.78,0,Active,2022-03-27
CC001308,C11744,Gold,20000.0,9037.82,499,Active,2024-11-26
CC001309,C00549,Platinum,20500.0,5822.14,0,Active,2024-02-23
CC001310,C14357,Classic,91700.0,28525.73,0,Blocked,2022-06-27
CC001311,C06093,Classic,46400.0,11132.99,1999,Active,2024-10-17
CC001312,C11513,Signature,91700.0,66367.17,0,Active,2023-03-26
CC001313,C01550,Platinum,83500.0,33960.01,499,Blocked,2025-04-26
CC001314,C04062,Gold,42400.0,5338.78,1999,Active,2023-07-29
CC001315,C02503,Platinum,27300.0,2704.23,499,Active,2022-05-18
CC001316,C10871,Classic,20000.0,5163.51,0,Active,2024-02-13
CC001317,C05703,Platinum,20000.0,6089.69,0,Active,2022-09-25
CC001318,C00511,Classic,162800.0,71422.45,499,Active,2025-09-20
CC001319,C04309,Gold,32900.0,13564.78,0,Blocked,2024-12-30
CC001320,C11979,Gold,28700.0,13395.66,499,Closed,2025-11-14
CC001321,C07275,Signature,20000.0,7717.46,0,Active,2022-03-25
CC001322,C05890,Platinum,30500.0,6357.15,0,Active,2024-07-26
CC001323,C05067,Platinum,20200.0,5043.4,499,Active,2024-04-17
CC001324,C06037,Gold,24400.0,9561.13,1999,Active,2024-09-09
CC001325,C14307,Classic,83200.0,3059.6,1999,Active,2023-11-25
CC001326,C03000,Classic,62400.0,28437.46,0,Active,2023-01-17
CC001327,C14334,Platinum,37000.0,11756.67,999,Active,2025-04-04
CC001328,C13303,Platinum,24200.0,3071.61,0,Active,2025-12-31
CC001329,C04632,Gold,30200.0,8706.68,0,Active,2025-02-28
CC001330,C14305,Classic,51400.0,12012.52,999,Blocked,2024-01-02
CC001331,C10163,Signature,123500.0,17640.07,0,Active,2025-05-01
CC001332,C05463,Classic,20000.0,8887.71,999,Active,2025-11-06
CC001333,C11449,Platinum,38300.0,11496.76,0,Closed,2025-01-11
CC001334,C11502,Platinum,34400.0,9465.13,499,Active,2024-05-13
CC001335,C04967,Gold,25300.0,10669.75,999,Closed,2022-02-14
CC001336,C06899,Classic,137100.0,22384.46,999,Active,2023-01-19
CC001337,C14127,Signature,86100.0,50098.63,0,Active,2024-08-05
CC001338,C09734,Classic,47800.0,8955.64,999,Active,2025-12-29
CC001339,C02675,Classic,41700.0,8663.72,999,Active,2022-11-27
CC001340,C12454,Classic,120500.0,8343.52,1999,Active,2023-10-23
CC001341,C02914,Gold,67500.0,26160.96,0,Active,2023-09-18
CC001342,C07712,Platinum,30800.0,8932.46,0,Active,2023-10-23
CC001343,C12884,Signature,88900.0,31240.03,999,Active,2025-01-22
CC001344,C13066,Gold,47800.0,10845.09,0,Active,2025-11-22
CC001345,C11993,Classic,50700.0,10208.12,499,Blocked,2022-12-13
CC001346,C08844,Platinum,64500.0,18316.98,499,Active,2023-09-12
CC001347,C11918,Classic,22500.0,14342.92,499,Active,2024-09-17
CC001348,C07077,Platinum,63400.0,30585.01,0,Blocked,2022-03-08
CC001349,C06517,Platinum,172700.0,11429.32,499,Closed,2025-12-23
CC001350,C03511,Gold,44500.0,4582.64,499,Active,2025-05-15
CC001351,C06599,Signature,127000.0,45104.77,499,Active,2023-01-05
CC001352,C11422,Gold,20000.0,2780.43,0,Active,2025-12-06
CC001353,C07369,Classic,20900.0,5900.98,499,Active,2023-03-01
CC001354,C00693,Gold,53400.0,15495.46,1999,Active,2023-11-01
CC001355,C08738,Classic,29200.0,10473.59,999,Active,2025-02-25
CC001356,C09904,Gold,48900.0,15563.18,1999,Active,2022-12-08
CC001357,C04070,Signature,130300.0,35852.69,499,Active,2024-04-15
CC001358,C03162,Classic,25800.0,5720.62,999,Active,2025-04-20
CC001359,C14857,Gold,55300.0,14140.7,499,Active,2024-04-29
CC001360,C08086,Platinum,87400.0,45836.88,999,Active,2022-11-17
CC001361,C01719,Classic,45600.0,12932.58,499,Active,2022-05-20
CC001362,C13858,Classic,56500.0,18020.09,1999,Active,2023-04-20
CC001363,C10350,Classic,98300.0,22260.98,0,Active,2023-10-03
CC001364,C10848,Classic,28900.0,13508.59,499,Active,2023-09-15
CC001365,C05060,Classic,28000.0,10773.9,1999,Active,2024-11-04
CC001366,C06743,Classic,57800.0,14110.7,0,Active,2023-01-23
CC001367,C04951,Gold,33900.0,3188.89,0,Closed,2023-11-09
CC001368,C01573,Classic,35500.0,8692.63,499,Active,2025-01-02
CC001369,C08742,Classic,52300.0,27716.38,499,Active,2024-10-30
CC001370,C11830,Signature,53400.0,9922.86,0,Closed,2025-01-26
CC001371,C01455,Classic,43100.0,11746.79,1999,Blocked,2022-01-29
CC001372,C04960,Classic,40000.0,8761.45,1999,Active,2022-02-18
CC001373,C03232,Classic,69500.0,41910.5,499,Closed,2024-11-23
CC001374,C00414,Platinum,31300.0,7367.76,499,Active,2022-05-05
CC001375,C00863,Classic,30900.0,10182.23,999,Active,2022-03-19
CC001376,C02175,Signature,26100.0,2758.53,0,Active,2022-11-17
CC001377,C10915,Platinum,116300.0,17129.56,1999,Active,2023-07-17
CC001378,C14901,Gold,20000.0,2953.34,499,Active,2025-07-20
CC001379,C00507,Gold,167200.0,108059.42,499,Blocked,2025-09-20
CC001380,C12835,Classic,51400.0,19953.16,999,Active,2025-01-25
CC001381,C04787,Classic,56900.0,23434.72,999,Active,2023-04-17
CC001382,C07707,Gold,29200.0,5693.22,499,Active,2025-03-10
CC001383,C05555,Classic,50400.0,25541.19,499,Active,2025-08-05
CC001384,C07147,Classic,27600.0,7932.33,999,Blocked,2022-03-24
CC001385,C02551,Classic,31500.0,10930.21,999,Active,2025-04-09
CC001386,C02947,Classic,32800.0,10134.96,1999,Active,2025-12-21
CC001387,C10097,Platinum,68100.0,23433.73,499,Active,2022-01-23
CC001388,C07800,Gold,91400.0,27877.99,499,Active,2024-01-11
CC001389,C00879,Gold,106400.0,22736.3,999,Active,2022-10-27
CC001390,C00778,Classic,38500.0,14236.11,999,Active,2024-02-09
CC001391,C14625,Classic,25500.0,13575.55,0,Active,2023-03-06
CC001392,C04361,Platinum,40500.0,11556.67,499,Active,2024-01-31
CC001393,C12255,Platinum,38200.0,9991.98,0,Active,2023-01-01
CC001394,C12208,Classic,40200.0,17111.27,2999,Active,2022-12-13
CC001395,C12139,Platinum,91500.0,35701.13,999,Active,2022-12-23
CC001396,C08709,Platinum,105200.0,22734.06,1999,Active,2022-08-14
CC001397,C08385,Platinum,118900.0,11436.98,1999,Active,2025-04-01
CC001398,C09594,Gold,35000.0,12398.33,499,Active,2025-09-17
CC001399,C12631,Signature,37400.0,1697.12,499,Active,2024-08-01
CC001400,C05524,Classic,30400.0,18183.04,999,Active,2022-02-11
CC001401,C09649,Platinum,31300.0,11164.73,499,Active,2022-07-29
CC001402,C12346,Classic,32900.0,10369.96,499,Active,2023-08-29
CC001403,C00657,Platinum,132500.0,63654.98,1999,Active,2025-12-09
CC001404,C02097,Classic,22500.0,3327.27,999,Active,2025-11-06
CC001405,C02623,Gold,53000.0,14883.88,0,Active,2022-03-15
CC001406,C00567,Platinum,34200.0,17468.22,0,Active,2022-09-11
CC001407,C14620,Classic,20000.0,9461.23,0,Active,2024-03-26
CC001408,C09749,Gold,66700.0,16467.0,0,Active,2022-11-09
CC001409,C12056,Signature,82100.0,19095.57,499,Active,2023-01-14
CC001410,C06747,Platinum,29700.0,6614.2,0,Active,2022-03-22
CC001411,C01545,Gold,76600.0,6718.1,0,Active,2025-12-28
CC001412,C10980,Classic,53200.0,15808.35,499,Active,2022-10-25
CC001413,C08032,Signature,85400.0,5779.12,1999,Closed,2025-04-29
CC001414,C12932,Classic,37300.0,5073.62,1999,Active,2025-05-14
CC001415,C09008,Gold,20000.0,5321.14,499,Active,2025-11-24
CC001416,C03684,Gold,45000.0,25312.8,0,Active,2025-06-15
CC001417,C09333,Gold,55400.0,10885.52,999,Active,2024-05-10
CC001418,C06113,Gold,99500.0,19646.58,499,Active,2022-07-30
CC001419,C05811,Classic,64500.0,7693.33,1999,Active,2025-04-29
CC001420,C10545,Gold,85000.0,27848.41,499,Active,2024-09-04
CC001421,C02518,Gold,20000.0,5532.63,0,Active,2023-11-25
CC001422,C14479,Classic,55000.0,6016.09,999,Active,2023-11-22
CC001423,C05041,Gold,37700.0,18554.8,999,Active,2025-06-26
CC001424,C04090,Gold,74400.0,34453.53,1999,Active,2025-12-08
CC001425,C02489,Gold,55200.0,10706.17,499,Active,2022-02-24
CC001426,C14100,Gold,20000.0,13039.31,999,Active,2024-04-02
CC001427,C10975,Gold,52200.0,25294.14,0,Active,2025-09-23
CC001428,C04843,Signature,31200.0,13557.68,0,Active,2024-12-09
CC001429,C04627,Platinum,74700.0,13892.8,0,Active,2022-11-23
CC001430,C03629,Platinum,20000.0,1360.28,499,Active,2022-09-09
CC001431,C11834,Classic,103400.0,26546.31,999,Active,2024-06-01
CC001432,C06112,Gold,71300.0,17428.15,1999,Active,2023-01-02
CC001433,C13714,Classic,75200.0,1973.52,0,Active,2024-05-18
CC001434,C05665,Classic,48600.0,23477.34,999,Active,2023-02-09
CC001435,C14850,Classic,38300.0,3285.53,0,Active,2022-09-01
CC001436,C07422,Classic,47000.0,15646.09,999,Active,2024-09-10
CC001437,C06953,Classic,48500.0,24681.67,499,Active,2022-07-03
CC001438,C12139,Platinum,88800.0,16050.01,999,Active,2025-04-09
CC001439,C11921,Platinum,26800.0,4264.35,1999,Active,2023-02-23
CC001440,C06800,Gold,82800.0,12002.01,499,Active,2024-03-29
CC001441,C04034,Gold,70500.0,8673.52,1999,Active,2023-08-28
CC001442,C13367,Platinum,98700.0,12373.63,1999,Closed,2024-10-07
CC001443,C07073,Platinum,93200.0,30849.58,0,Active,2023-02-14
CC001444,C10399,Gold,64900.0,10136.57,499,Active,2025-03-14
CC001445,C03472,Classic,63500.0,37609.87,0,Active,2024-09-30
CC001446,C14636,Gold,67300.0,14732.71,999,Active,2023-05-03
CC001447,C05108,Gold,20000.0,7824.55,0,Active,2024-08-11
CC001448,C12541,Classic,67000.0,41493.39,0,Active,2024-05-16
CC001449,C08070,Platinum,22500.0,2650.41,999,Active,2024-11-27
CC001450,C08345,Classic,41200.0,13517.52,0,Active,2024-10-16
CC001451,C04480,Gold,20000.0,7394.49,499,Active,2022-05-07
CC001452,C13070,Gold,61900.0,16919.89,0,Active,2022-09-08
CC001453,C06701,Platinum,88400.0,13606.45,999,Active,2024-07-13
CC001454,C09238,Classic,43300.0,7310.03,499,Active,2022-07-19
CC001455,C01564,Classic,31800.0,12683.59,1999,Closed,2022-09-01
CC001456,C07390,Gold,32200.0,5723.35,0,Closed,2023-10-31
CC001457,C07070,Gold,20000.0,3283.58,1999,Closed,2025-11-03
CC001458,C11463,Classic,30500.0,15675.38,0,Active,2023-09-01
CC001459,C12211,Gold,55300.0,4857.65,499,Active,2022-04-20
CC001460,C04012,Signature,20000.0,2090.62,999,Active,2024-06-06
CC001461,C13210,Classic,51800.0,10390.23,0,Active,2023-02-14
CC001462,C08160,Gold,63500.0,11567.88,1999,Active,2022-12-24
CC001463,C13112,Platinum,26100.0,7756.56,499,Active,2025-02-17
CC001464,C10086,Gold,21400.0,11547.34,999,Active,2022-04-17
CC001465,C11453,Classic,59700.0,25074.9,1999,Active,2025-03-01
CC001466,C06376,Gold,48400.0,5589.85,0,Active,2024-07-16
CC001467,C12142,Classic,148100.0,13621.3,1999,Closed,2025-11-23
CC001468,C06980,Signature,20000.0,11073.6,1999,Active,2022-10-30
CC001469,C14568,Gold,24200.0,11092.73,0,Active,2024-12-31
CC001470,C04668,Gold,31400.0,5688.36,999,Active,2023-03-29
CC001471,C00918,Platinum,72000.0,47639.26,499,Active,2023-09-26
CC001472,C04058,Platinum,37200.0,15569.72,499,Active,2022-03-20
CC001473,C12647,Classic,97000.0,3205.94,2999,Active,2022-05-14
CC001474,C03179,Classic,48000.0,6030.54,499,Active,2024-10-05
CC001475,C12527,Signature,63900.0,15389.08,499,Active,2024-01-20
CC001476,C10087,Gold,20600.0,2879.4,0,Active,2025-02-19
CC001477,C00727,Platinum,26900.0,6597.77,999,Active,2025-09-04
CC001478,C01499,Platinum,28400.0,9648.68,1999,Closed,2024-03-25
CC001479,C13036,Signature,31600.0,15775.47,499,Active,2025-08-02
CC001480,C09864,Classic,63100.0,24397.92,999,Active,2025-06-30
CC001481,C12946,Classic,105300.0,14723.51,1999,Active,2024-05-17
CC001482,C09898,Gold,34900.0,9777.57,0,Active,2025-09-10
CC001483,C03285,Platinum,63900.0,4560.82,499,Active,2022-06-14
CC001484,C08914,Classic,110000.0,25186.76,0,Active,2023-06-16
CC001485,C09484,Classic,46800.0,5026.16,0,Active,2023-11-11
CC001486,C14808,Gold,29000.0,4709.9,499,Active,2022-01-02
CC001487,C07457,Classic,36600.0,16860.66,499,Active,2025-03-29
CC001488,C09511,Gold,31600.0,17388.87,0,Active,2024-09-06
CC001489,C05295,Gold,71500.0,30463.46,0,Active,2025-12-05
CC001490,C01353,Classic,41800.0,23210.04,1999,Active,2022-07-06
CC001491,C08867,Signature,55700.0,22194.98,999,Active,2024-01-29
CC001492,C03543,Platinum,33400.0,15240.2,499,Active,2023-07-14
CC001493,C02287,Gold,51000.0,3312.02,999,Active,2023-03-06
CC001494,C03137,Classic,28200.0,3816.22,499,Active,2023-06-10
CC001495,C14809,Platinum,29100.0,13908.06,0,Blocked,2024-07-18
CC001496,C01161,Platinum,60700.0,19813.91,499,Active,2022-02-13
CC001497,C03369,Platinum,52100.0,22632.45,0,Active,2025-06-15
CC001498,C03482,Classic,64800.0,10513.61,999,Active,2025-06-02
CC001499,C07530,Classic,35500.0,14542.14,499,Active,2025-02-23
CC001500,C11482,Signature,21400.0,5020.41,999,Active,2022-08-15
CC001501,C09839,Classic,28300.0,18109.09,999,Active,2025-07-11
CC001502,C03018,Classic,33000.0,12949.32,0,Active,2023-08-25
CC001503,C06725,Classic,74600.0,21734.01,999,Active,2022-05-10
CC001504,C02036,Gold,66300.0,7072.95,499,Active,2022-09-15
CC001505,C11157,Classic,85600.0,22016.47,999,Active,2023-09-10
CC001506,C00915,Signature,27200.0,4176.27,999,Active,2023-01-13
CC001507,C01614,Classic,92800.0,12905.04,999,Closed,2022-05-25
CC001508,C01099,Classic,54500.0,14571.42,0,Active,2024-09-16
CC001509,C07966,Platinum,20000.0,6736.87,1999,Active,2023-02-12
CC001510,C14336,Signature,93300.0,36853.9,0,Active,2022-06-23
CC001511,C05519,Gold,20000.0,2841.49,1999,Active,2023-04-24
CC001512,C02013,Platinum,64900.0,15192.41,0,Active,2024-09-05
CC001513,C05105,Platinum,20000.0,4671.86,999,Active,2022-11-25
CC001514,C06210,Gold,56300.0,18204.02,1999,Active,2023-08-21
CC001515,C07312,Gold,20000.0,11404.6,999,Active,2025-07-12
CC001516,C00181,Gold,39200.0,11871.35,0,Active,2025-03-09
CC001517,C06786,Classic,36000.0,5233.56,0,Active,2023-01-08
CC001518,C04984,Gold,65000.0,43790.63,1999,Active,2022-07-16
CC001519,C07640,Gold,50900.0,11208.51,499,Active,2023-11-27
CC001520,C10173,Platinum,28700.0,8256.15,0,Active,2024-07-22
CC001521,C05743,Gold,20000.0,5431.38,0,Active,2022-02-13
CC001522,C03345,Platinum,20000.0,5336.43,0,Active,2024-05-03
CC001523,C03115,Classic,41600.0,9683.36,0,Active,2025-11-27
CC001524,C13226,Gold,26500.0,4716.32,0,Closed,2022-05-07
CC001525,C07415,Gold,47900.0,32895.52,999,Active,2024-01-02
CC001526,C10831,Gold,59300.0,21976.27,999,Active,2022-09-24
CC001527,C14925,Classic,42800.0,12737.79,999,Active,2025-02-08
CC001528,C00347,Gold,180200.0,51783.11,0,Active,2023-06-07
CC001529,C04127,Classic,36100.0,9948.75,999,Closed,2024-07-05
CC001530,C10547,Classic,129500.0,37099.03,999,Active,2024-12-11
CC001531,C08513,Signature,240100.0,15173.93,499,Active,2023-01-21
CC001532,C06112,Gold,68600.0,15307.55,499,Active,2025-11-08
CC001533,C14107,Classic,47100.0,36493.85,0,Active,2024-09-12
CC001534,C11855,Signature,60300.0,6601.41,499,Active,2025-05-06
CC001535,C02384,Platinum,40600.0,20932.6,0,Active,2023-06-27
CC001536,C14238,Gold,74000.0,19916.26,999,Active,2022-02-10
CC001537,C14853,Classic,61900.0,26223.85,999,Active,2025-08-10
CC001538,C08512,Gold,49700.0,7117.56,0,Active,2022-06-24
CC001539,C02024,Gold,27200.0,7464.47,999,Active,2022-01-23
CC001540,C07400,Classic,20000.0,9439.71,2999,Active,2025-04-27
CC001541,C14838,Classic,90300.0,11301.14,0,Active,2025-01-18
CC001542,C02386,Platinum,77400.0,12030.99,0,Active,2022-02-02
CC001543,C10059,Platinum,62600.0,17871.67,2999,Active,2022-03-30
CC001544,C09773,Classic,41200.0,2286.22,0,Active,2022-03-06
CC001545,C04452,Gold,125900.0,16253.67,0,Blocked,2023-10-04
CC001546,C09420,Gold,20900.0,2802.07,0,Active,2025-11-02
CC001547,C06351,Platinum,41700.0,20384.3,999,Active,2024-02-20
CC001548,C00284,Platinum,33500.0,21360.43,0,Active,2023-06-04
CC001549,C07627,Classic,54300.0,20270.76,999,Active,2022-12-10
CC001550,C02787,Classic,28400.0,12713.9,999,Active,2022-01-08
CC001551,C09426,Gold,50900.0,24780.9,499,Active,2025-03-06
CC001552,C01196,Platinum,39100.0,5045.39,0,Active,2022-04-28
CC001553,C07755,Classic,80400.0,24236.77,1999,Active,2022-02-11
CC001554,C06182,Platinum,20000.0,7588.98,0,Active,2022-05-10
CC001555,C09697,Classic,46400.0,16856.13,499,Active,2022-04-29
CC001556,C03599,Signature,73500.0,28896.56,499,Active,2022-12-19
CC001557,C08891,Gold,104400.0,26447.38,0,Active,2022-03-16
CC001558,C04513,Platinum,27100.0,16655.33,499,Active,2024-12-01
CC001559,C02143,Gold,47600.0,7168.15,0,Active,2025-01-18
CC001560,C10287,Platinum,66800.0,40897.09,0,Closed,2024-05-25
CC001561,C05893,Classic,27200.0,15701.32,499,Active,2023-07-21
CC001562,C08034,Gold,78100.0,51695.46,0,Active,2022-07-18
CC001563,C03095,Gold,59400.0,2703.37,1999,Active,2022-07-30
CC001564,C07193,Classic,27900.0,16397.43,1999,Active,2023-10-28
CC001565,C14226,Signature,30500.0,5771.86,0,Active,2022-12-18
CC001566,C08588,Gold,67600.0,8464.33,999,Active,2022-12-31
CC001567,C06178,Platinum,42000.0,2952.55,999,Active,2022-05-10
CC001568,C07175,Gold,38900.0,3757.24,999,Active,2022-12-30
CC001569,C09037,Gold,21100.0,3853.18,999,Active,2023-03-28
CC001570,C11168,Classic,128500.0,25750.5,0,Active,2023-06-08
CC001571,C02228,Gold,20000.0,8482.12,0,Active,2022-08-24
CC001572,C12334,Classic,50400.0,8014.96,1999,Active,2024-05-14
CC001573,C00528,Classic,81600.0,8807.06,0,Active,2023-09-20
CC001574,C03915,Gold,48300.0,5504.26,0,Active,2025-01-09
CC001575,C04968,Gold,46100.0,11038.15,0,Active,2025-08-03
CC001576,C03646,Gold,95100.0,25492.72,1999,Closed,2023-10-03
CC001577,C04614,Gold,20000.0,7289.89,0,Active,2022-12-10
CC001578,C08746,Gold,26800.0,5118.63,499,Active,2024-06-05
CC001579,C04350,Gold,20000.0,10552.36,1999,Blocked,2025-08-19
CC001580,C00228,Platinum,32600.0,10719.69,499,Active,2024-01-09
CC001581,C04970,Gold,39800.0,19070.58,1999,Active,2023-10-14
CC001582,C04956,Gold,58200.0,16579.52,0,Active,2024-03-04
CC001583,C05348,Platinum,73600.0,12299.64,499,Active,2022-08-17
CC001584,C00727,Classic,33000.0,3371.84,999,Active,2024-07-10
CC001585,C13024,Gold,40600.0,3257.93,999,Active,2023-01-02
CC001586,C03613,Platinum,187300.0,49228.34,499,Active,2025-05-15
CC001587,C12620,Classic,46000.0,5687.79,0,Active,2025-06-17
CC001588,C05132,Classic,20000.0,4865.88,1999,Active,2024-02-26
