Activity_ID,Customer_ID,Date,Login_Count,App_Usage_Minutes,Service_Calls,Product_Interactions,Is_Active
ACT0012904,C09887,2024-02-25,1,44.3,0,2,True
ACT0012905,C04641,2025-10-09,3,14.8,0,0,True
ACT0012906,C07570,2025-01-30,4,26.1,0,2,True
ACT0012907,C14969,2025-03-01,3,12.4,0,1,False
ACT0012908,C00880,2025-07-16,7,13.8,0,4,False
ACT0012909,C06529,2023-10-12,6,48.1,1,0,True
ACT0012910,C04548,2025-05-22,2,31.9,0,0,True
ACT0012911,C14078,2025-07-30,6,29.6,0,1,False
ACT0012912,C08699,2025-02-26,2,47.9,0,2,True
ACT0012913,C08411,2025-11-04,0,24.2,0,1,True
ACT0012914,C07054,2024-03-31,3,29.7,0,2,True
ACT0012915,C13223,2023-04-01,3,17.5,1,1,True
ACT0012916,C06444,2023-12-20,3,40.3,1,1,True
ACT0012917,C08790,2025-12-23,1,45.0,0,1,True
ACT0012918,C02753,2024-06-24,4,28.9,1,1,True
ACT0012919,C14497,2025-05-14,3,51.4,0,2,True
ACT0012920,C10557,2024-06-16,3,19.8,1,2,True
ACT0012921,C03330,2025-02-25,2,46.1,0,1,True
ACT0012922,C09740,2025-05-25,4,16.4,0,1,False
ACT0012923,C11931,2024-10-13,4,68.5,0,3,False
ACT0012924,C05194,2024-07-11,3,36.7,0,0,True
ACT0012925,C05389,2024-02-12,3,56.9,0,2,True
ACT0012926,C12979,2023-06-07,1,14.9,0,2,True
ACT0012927,C14728,2023-09-17,1,35.4,0,3,False
ACT0012928,C09868,2025-02-17,3,104.4,0,4,True
ACT0012929,C02553,2025-08-09,2,26.7,1,2,True
ACT0012930,C08445,2023-10-12,3,10.5,0,2,False
ACT0012931,C02083,2025-07-24,3,14.6,2,0,True
ACT0012932,C09267,2025-12-22,1,11.2,0,1,True
ACT0012933,C00312,2024-09-29,3,35.2,0,1,True
ACT0012934,C07378,2024-12-25,4,8.0,0,3,True
ACT0012935,C11652,2023-09-01,2,30.7,0,3,True
ACT0012936,C04988,2023-09-12,1,29.0,0,4,True
ACT0012937,C07792,2024-06-18,2,47.1,1,0,True
ACT0012938,C02765,2025-03-03,4,19.8,0,1,True
ACT0012939,C04726,2024-06-18,2,22.1,0,1,True
ACT0012940,C01629,2025-04-02,2,20.3,0,5,True
ACT0012941,C07385,2025-12-10,1,30.9,0,2,True
ACT0012942,C00885,2023-12-12,8,39.1,0,1,False
ACT0012943,C14577,2023-05-23,1,41.7,0,1,False
ACT0012944,C08961,2024-09-19,2,5.4,0,0,True
ACT0012945,C12959,2024-03-24,3,16.6,0,0,True
ACT0012946,C13213,2024-09-17,3,13.2,0,4,True
ACT0012947,C08698,2025-12-15,5,87.5,0,1,True
ACT0012948,C12772,2025-03-26,1,25.8,0,1,False
ACT0012949,C08468,2024-09-02,2,23.1,1,0,True
ACT0012950,C10083,2025-06-13,2,23.2,1,0,True
ACT0012951,C11542,2023-01-15,7,13.1,0,4,True
ACT0012952,C00720,2023-12-25,2,46.2,0,1,True
ACT0012953,C07386,2023-05-08,4,11.4,0,3,True
ACT0012954,C13588,2025-07-18,2,53.0,0,1,True
ACT0012955,C05660,2025-05-26,6,11.1,0,1,True
ACT0012956,C05140,2025-04-14,5,24.7,0,2,True
ACT0012957,C14734,2025-06-16,2,86.6,1,2,True
ACT0012958,C04604,2023-02-13,0,21.4,0,0,False
ACT0012959,C02804,2023-06-17,3,13.9,0,0,True
ACT0012960,C13775,2024-02-10,3,51.1,0,2,True
ACT0012961,C03214,2025-06-27,2,11.9,0,0,True
ACT0012962,C04755,2024-10-10,5,28.7,0,2,True
ACT0012963,C14215,2024-11-12,4,36.3,0,1,False
ACT0012964,C07620,2025-10-02,1,67.6,1,1,True
ACT0012965,C11953,2023-06-22,1,26.0,0,2,True
ACT0012966,C04440,2024-02-02,4,47.7,0,0,True
ACT0012967,C08356,2024-05-17,6,21.4,2,2,True
ACT0012968,C09886,2023-04-09,1,45.3,0,5,True
ACT0012969,C01127,2023-12-05,5,21.9,0,1,True
ACT0012970,C01249,2025-05-24,2,28.9,0,0,True
ACT0012971,C13092,2023-12-29,2,14.1,0,5,True
ACT0012972,C07371,2024-10-23,2,71.8,0,0,True
ACT0012973,C02225,2025-07-31,3,26.4,1,1,True
ACT0012974,C13836,2025-10-26,1,32.4,0,1,True
ACT0012975,C04030,2024-11-13,2,47.1,1,4,True
ACT0012976,C09216,2025-07-26,1,95.1,2,1,True
ACT0012977,C02346,2024-10-13,4,30.3,0,1,True
ACT0012978,C14096,2025-01-21,1,42.2,1,1,True
ACT0012979,C09896,2023-11-28,2,12.1,0,1,True
ACT0012980,C14880,2023-09-17,2,48.3,0,0,False
ACT0012981,C06450,2024-09-25,6,48.7,0,2,True
ACT0012982,C07075,2023-02-28,2,42.2,1,4,True
ACT0012983,C12130,2024-05-18,0,36.1,0,3,True
ACT0012984,C02092,2024-07-28,4,15.3,0,2,False
ACT0012985,C05624,2023-06-07,3,14.1,0,2,True
ACT0012986,C13545,2024-06-20,6,23.2,2,4,False
ACT0012987,C07689,2024-03-16,1,70.3,0,2,True
ACT0012988,C06131,2023-09-10,5,39.9,0,2,True
ACT0012989,C10295,2024-05-20,1,26.2,2,0,True
ACT0012990,C02442,2023-02-01,1,42.2,0,0,False
ACT0012991,C13100,2023-09-18,4,14.5,0,2,True
ACT0012992,C09596,2024-03-10,2,65.5,0,1,True
ACT0012993,C06143,2024-08-14,3,15.6,0,2,True
ACT0012994,C13673,2024-04-01,3,9.0,0,0,False
ACT0012995,C03908,2024-05-30,1,52.9,0,2,True
ACT0012996,C00111,2025-01-22,1,17.7,0,3,False
ACT0012997,C05088,2025-09-16,3,34.1,0,2,True
ACT0012998,C13983,2023-06-02,0,7.1,0,2,False
ACT0012999,C13025,2025-02-19,3,30.0,1,0,True
ACT0013000,C12326,2023-11-03,3,11.6,1,2,True
ACT0013001,C02593,2025-05-25,2,24.3,0,3,False
ACT0013002,C11177,2023-09-25,2,3.8,0,3,True
ACT0013003,C13823,2024-10-05,2,9.0,1,1,True
ACT0013004,C14666,2025-08-08,2,6.3,1,2,True
ACT0013005,C06385,2025-12-21,1,42.9,0,2,True
ACT0013006,C02363,2024-05-15,4,13.6,0,1,True
ACT0013007,C03717,2024-04-14,3,41.4,0,2,True
ACT0013008,C12150,2025-05-20,3,28.7,1,1,True
ACT0013009,C12840,2025-01-19,2,30.4,0,0,True
ACT0013010,C00204,2025-06-15,5,19.0,0,3,True
ACT0013011,C09897,2025-01-08,1,42.7,1,5,True
ACT0013012,C10764,2025-03-14,6,43.0,1,1,True
ACT0013013,C12338,2024-04-03,2,10.7,0,1,True
ACT0013014,C10621,2024-03-17,0,22.2,0,3,True
ACT0013015,C05657,2024-06-23,2,31.1,0,1,True
ACT0013016,C03518,2023-10-01,2,16.3,0,1,True
ACT0013017,C00051,2024-06-22,2,24.5,2,1,True
ACT0013018,C08954,2023-09-15,4,46.2,1,3,True
ACT0013019,C03618,2024-08-08,5,13.8,0,0,True
ACT0013020,C10325,2025-08-28,2,12.0,0,2,True
ACT0013021,C00011,2024-11-26,2,17.9,0,3,True
ACT0013022,C09002,2025-05-06,5,29.5,0,1,True
ACT0013023,C06123,2024-07-23,3,13.5,0,0,True
ACT0013024,C05984,2025-06-10,2,15.5,0,1,False
ACT0013025,C08218,2024-06-09,6,18.5,1,2,True
ACT0013026,C02550,2025-03-01,1,55.8,0,3,False
ACT0013027,C01919,2025-12-24,5,20.8,0,2,True
ACT0013028,C01783,2025-07-22,2,9.6,0,1,True
ACT0013029,C01233,2025-07-09,3,61.3,0,1,True
ACT0013030,C11189,2025-08-31,5,7.9,0,1,True
ACT0013031,C05108,2025-01-04,1,17.1,2,3,True
ACT0013032,C02327,2023-07-30,1,34.7,0,4,True
ACT0013033,C13784,2025-10-24,6,7.4,0,1,True
ACT0013034,C05296,2024-07-23,3,30.1,0,2,True
ACT0013035,C00530,2025-06-21,5,10.5,0,0,True
ACT0013036,C09077,2025-11-17,2,51.5,0,4,True
ACT0013037,C00101,2023-07-20,5,18.4,0,2,True
ACT0013038,C13556,2025-08-23,4,14.5,0,4,False
ACT0013039,C04312,2024-08-05,4,39.9,0,3,False
ACT0013040,C02553,2023-04-16,6,13.2,0,1,True
ACT0013041,C11776,2024-05-03,2,15.0,0,0,True
ACT0013042,C10339,2023-08-04,5,29.5,0,2,True
ACT0013043,C08262,2023-04-13,0,12.4,1,0,True
ACT0013044,C05036,2023-12-29,2,18.4,0,0,True
ACT0013045,C01292,2023-08-22,1,55.9,0,1,True
ACT0013046,C14237,2025-04-21,2,2.3,0,3,True
ACT0013047,C07563,2025-04-19,7,18.1,0,2,True
ACT0013048,C10813,2025-03-27,4,13.7,0,2,True
ACT0013049,C07758,2024-06-22,7,28.0,1,2,False
ACT0013050,C05409,2025-06-08,4,37.3,0,2,True
ACT0013051,C06349,2023-03-09,2,17.1,0,1,True
ACT0013052,C10263,2024-02-15,2,42.5,2,4,True
ACT0013053,C03058,2023-02-11,4,20.3,0,0,True
ACT0013054,C02548,2024-07-25,2,29.3,0,1,True
ACT0013055,C03046,2025-07-27,2,38.7,0,2,True
ACT0013056,C13200,2023-07-21,5,35.9,0,1,False
ACT0013057,C03075,2023-11-21,3,6.3,0,4,True
ACT0013058,C12931,2023-12-28,2,29.7,1,0,True
ACT0013059,C02121,2024-06-23,0,82.2,0,2,True
ACT0013060,C05400,2024-12-26,6,16.8,0,3,False
ACT0013061,C02916,2025-02-02,3,15.3,0,1,True
ACT0013062,C14088,2025-01-21,2,16.8,0,1,True
ACT0013063,C04746,2023-07-11,4,43.2,1,2,True
ACT0013064,C08769,2023-04-28,5,11.4,0,1,True
ACT0013065,C07491,2024-07-27,2,5.8,0,1,True
ACT0013066,C14581,2025-09-14,5,50.1,0,4,True
ACT0013067,C00309,2025-08-23,8,57.0,0,3,False
ACT0013068,C11886,2025-05-17,2,6.7,0,2,True
ACT0013069,C10838,2024-07-28,3,24.3,0,1,True
ACT0013070,C06174,2023-02-13,9,14.0,0,0,False
ACT0013071,C08714,2023-05-05,6,62.2,0,3,True
ACT0013072,C13151,2025-02-07,3,7.6,1,0,True
ACT0013073,C03002,2025-11-13,2,32.5,0,2,True
ACT0013074,C01934,2023-05-08,6,13.2,0,0,True
ACT0013075,C09026,2025-03-15,4,31.3,0,0,True
ACT0013076,C03710,2025-07-17,3,17.2,0,0,True
ACT0013077,C05866,2025-04-11,3,8.9,0,3,True
ACT0013078,C07241,2023-01-31,4,12.6,0,0,True
ACT0013079,C14361,2023-08-21,2,36.8,1,2,True
ACT0013080,C12501,2025-03-01,4,4.4,0,0,True
ACT0013081,C07702,2023-04-22,2,17.2,0,2,False
ACT0013082,C11486,2023-11-21,1,51.0,0,1,True
ACT0013083,C00603,2023-10-30,4,23.4,0,0,True
ACT0013084,C08296,2023-10-22,4,49.0,1,0,True
ACT0013085,C02630,2025-08-19,2,23.2,0,1,True
ACT0013086,C09410,2025-11-11,2,12.6,0,1,True
ACT0013087,C06115,2025-12-03,2,38.9,0,2,False
ACT0013088,C04232,2025-06-01,1,21.9,0,2,True
ACT0013089,C12842,2025-04-24,3,9.7,0,1,True
ACT0013090,C12494,2024-12-04,2,29.4,0,0,False
ACT0013091,C11949,2023-09-03,2,19.6,2,1,True
ACT0013092,C07131,2024-01-29,4,62.1,0,2,True
ACT0013093,C08278,2025-04-17,3,64.3,0,0,True
ACT0013094,C04792,2023-08-04,2,54.8,0,1,True
ACT0013095,C11783,2025-07-21,4,16.5,1,0,False
ACT0013096,C11113,2025-09-29,2,33.3,0,2,True
ACT0013097,C07231,2023-02-18,5,9.6,0,3,True
ACT0013098,C07617,2025-09-17,3,42.0,0,1,True
ACT0013099,C09321,2024-04-09,3,19.7,0,1,True
ACT0013100,C09309,2025-04-11,4,28.4,0,1,True
ACT0013101,C08178,2024-08-01,2,36.4,0,0,True
ACT0013102,C06179,2025-11-03,4,68.0,1,2,False
ACT0013103,C00565,2025-06-20,2,37.7,0,5,True
ACT0013104,C11333,2024-12-11,2,13.2,1,2,False
ACT0013105,C03848,2025-06-12,1,20.7,0,0,False
ACT0013106,C03760,2023-09-16,3,7.7,0,2,True
ACT0013107,C04315,2023-12-10,3,15.8,0,1,True
ACT0013108,C13957,2025-06-23,5,27.3,0,2,True
ACT0013109,C02942,2024-07-15,4,41.4,0,3,True
ACT0013110,C07683,2024-01-26,1,23.5,0,0,True
ACT0013111,C11848,2025-10-11,4,6.9,0,4,True
ACT0013112,C13243,2023-10-11,0,25.1,0,4,True
ACT0013113,C11032,2023-10-05,3,6.9,1,1,True
ACT0013114,C00901,2023-05-30,4,24.1,0,2,True
ACT0013115,C03326,2023-05-25,3,31.0,0,2,True
ACT0013116,C00163,2024-12-24,2,52.6,1,2,True
ACT0013117,C13859,2024-05-12,3,22.6,1,2,True
ACT0013118,C04452,2023-05-05,1,28.6,1,2,False
ACT0013119,C11671,2023-06-19,3,46.2,0,0,True
ACT0013120,C12168,2024-12-10,3,22.4,0,0,False
ACT0013121,C01609,2023-12-28,6,45.3,0,0,True
ACT0013122,C08903,2024-01-15,3,61.0,0,1,True
ACT0013123,C13163,2024-02-22,0,11.2,0,2,True
ACT0013124,C07661,2023-10-17,4,13.1,0,3,True
ACT0013125,C05971,2024-12-05,6,18.1,0,2,True
ACT0013126,C13255,2025-10-05,5,48.8,1,3,True
ACT0013127,C13937,2024-03-05,1,20.5,0,1,True
ACT0013128,C11038,2025-11-24,5,6.5,0,0,True
ACT0013129,C07675,2025-11-26,3,16.7,0,1,True
ACT0013130,C06404,2024-09-01,3,28.2,0,2,False
ACT0013131,C12821,2024-09-13,4,13.8,0,4,True
ACT0013132,C05064,2025-07-02,1,19.5,0,3,True
ACT0013133,C04783,2023-09-02,1,16.6,0,2,True
ACT0013134,C13756,2025-01-21,3,14.5,1,3,True
ACT0013135,C12094,2023-06-28,1,15.3,0,2,True
ACT0013136,C03112,2023-06-11,3,37.0,0,1,True
ACT0013137,C00376,2023-06-10,2,91.9,1,2,True
ACT0013138,C06246,2025-10-08,4,47.8,0,2,True
ACT0013139,C01747,2023-07-14,7,14.3,0,2,True
ACT0013140,C02469,2024-09-25,4,28.3,0,2,True
ACT0013141,C09338,2023-06-07,1,36.1,0,0,False
ACT0013142,C02373,2023-08-25,3,63.8,0,0,False
ACT0013143,C12533,2024-02-05,2,19.4,1,0,True
ACT0013144,C06687,2024-07-20,0,46.7,0,2,True
ACT0013145,C11010,2025-05-12,6,5.6,0,1,False
ACT0013146,C10299,2025-02-14,4,12.9,2,1,True
ACT0013147,C09671,2024-10-16,2,46.4,0,2,True
ACT0013148,C02809,2024-02-03,4,21.8,0,3,True
ACT0013149,C12832,2024-05-26,3,22.9,0,3,True
ACT0013150,C13385,2023-09-17,2,38.4,0,0,True
ACT0013151,C11837,2023-09-24,2,55.5,0,2,False
ACT0013152,C02218,2023-01-08,7,53.8,0,0,True
ACT0013153,C11161,2025-09-08,2,30.0,0,1,False
ACT0013154,C08752,2023-06-10,7,34.5,0,1,True
ACT0013155,C10155,2024-10-29,1,15.1,0,1,True
ACT0013156,C12771,2025-03-20,4,25.5,0,4,False
ACT0013157,C07624,2024-11-12,6,15.5,1,3,True
ACT0013158,C04480,2024-11-12,3,38.4,0,2,False
ACT0013159,C04417,2023-03-07,3,36.4,0,1,True
ACT0013160,C14664,2025-02-08,1,33.1,0,1,True
ACT0013161,C00499,2024-01-18,1,13.4,1,3,True
ACT0013162,C13222,2025-01-21,3,18.8,0,0,True
ACT0013163,C14011,2024-08-01,2,16.5,0,0,True
ACT0013164,C10716,2024-06-24,2,64.5,0,1,True
ACT0013165,C11949,2025-09-19,3,13.6,1,1,True
ACT0013166,C14111,2023-04-12,5,46.2,1,2,True
ACT0013167,C04942,2024-01-17,2,24.6,0,1,True
ACT0013168,C05276,2025-03-05,4,18.4,0,0,True
ACT0013169,C14286,2024-12-15,2,4.4,0,0,False
ACT0013170,C08207,2023-03-25,3,72.3,1,1,False
ACT0013171,C10181,2025-08-15,3,38.2,0,0,True
ACT0013172,C11965,2023-06-06,3,33.4,0,2,True
ACT0013173,C02188,2024-11-07,2,10.3,0,1,False
ACT0013174,C08930,2023-01-18,5,5.7,0,3,True
ACT0013175,C10612,2025-10-20,4,22.0,1,3,True
ACT0013176,C08182,2024-08-26,4,22.5,0,2,True
ACT0013177,C04234,2023-06-01,3,44.8,0,0,True
ACT0013178,C10949,2025-09-09,4,3.9,0,1,True
ACT0013179,C13569,2024-07-04,2,35.0,1,0,True
ACT0013180,C00593,2024-09-29,2,9.0,1,0,True
ACT0013181,C01946,2025-11-30,2,32.6,1,2,True
ACT0013182,C10056,2024-03-15,2,26.4,0,3,True
ACT0013183,C03396,2024-07-31,4,69.4,0,3,True
ACT0013184,C14574,2024-01-17,2,36.2,0,0,True
ACT0013185,C04398,2025-07-14,3,21.5,0,2,True
ACT0013186,C13183,2025-04-22,5,29.4,0,1,True
ACT0013187,C02374,2025-08-30,3,29.5,2,1,True
ACT0013188,C04959,2024-09-16,1,31.3,0,2,True
ACT0013189,C02581,2024-05-19,4,45.5,0,2,True
ACT0013190,C01963,2024-05-21,2,15.9,1,3,True
ACT0013191,C08351,2024-02-13,0,18.6,1,1,True
ACT0013192,C03341,2024-08-23,3,22.6,0,0,True
ACT0013193,C07016,2024-07-20,4,8.8,0,0,False
ACT0013194,C07837,2023-02-22,0,18.7,0,0,False
ACT0013195,C06504,2023-12-15,2,34.0,0,3,True
ACT0013196,C09013,2023-02-11,3,42.2,0,3,True
ACT0013197,C09045,2023-11-05,2,65.6,0,1,True
ACT0013198,C09945,2023-02-26,1,69.3,1,3,True
ACT0013199,C09983,2025-02-09,7,46.9,0,1,True
ACT0013200,C03155,2023-10-02,3,49.6,1,3,True
ACT0013201,C03071,2023-06-30,8,33.3,0,0,True
ACT0013202,C05403,2024-11-10,6,24.5,1,4,True
ACT0013203,C12180,2023-04-27,5,34.6,0,2,True
ACT0013204,C13090,2023-07-05,2,27.6,0,0,True
ACT0013205,C04778,2025-03-21,1,17.0,1,0,True
ACT0013206,C03096,2024-01-10,4,21.8,0,1,True
ACT0013207,C00911,2025-03-23,4,26.7,0,3,True
ACT0013208,C01818,2024-07-05,3,27.4,0,2,True
ACT0013209,C13877,2024-08-27,2,58.1,1,0,True
ACT0013210,C14956,2023-08-03,2,28.0,0,0,False
ACT0013211,C08539,2023-04-27,2,35.3,0,2,True
ACT0013212,C03620,2023-07-13,0,84.2,0,0,True
ACT0013213,C03240,2023-08-16,1,26.7,0,2,True
ACT0013214,C11216,2025-09-12,5,31.9,2,0,False
ACT0013215,C05755,2025-08-26,4,36.7,0,2,True
ACT0013216,C12965,2025-04-23,2,15.1,0,1,True
ACT0013217,C01380,2025-02-08,1,17.1,0,0,True
ACT0013218,C11460,2024-05-04,1,13.8,0,0,True
ACT0013219,C11304,2024-12-19,1,17.4,1,1,True
ACT0013220,C08895,2025-09-24,3,20.8,0,1,True
ACT0013221,C05534,2024-03-08,3,56.9,0,2,True
ACT0013222,C00706,2024-02-01,2,25.7,0,2,True
ACT0013223,C12357,2023-08-08,7,26.0,0,0,True
ACT0013224,C10936,2025-05-08,1,8.1,1,4,False
ACT0013225,C04976,2024-07-23,6,24.7,0,2,True
ACT0013226,C02417,2024-05-01,4,15.1,0,1,True
ACT0013227,C05371,2024-08-14,3,68.4,1,2,True
ACT0013228,C13858,2025-12-09,2,38.0,0,0,True
ACT0013229,C05743,2024-09-05,3,18.2,0,1,True
ACT0013230,C01402,2024-05-22,2,8.6,1,4,True
ACT0013231,C01964,2025-03-08,4,11.1,0,1,True
ACT0013232,C05477,2023-03-01,3,30.0,0,1,True
ACT0013233,C14982,2024-09-23,5,38.2,0,1,True
ACT0013234,C06590,2025-10-25,4,29.1,0,2,True
ACT0013235,C06420,2024-10-31,3,30.6,0,2,True
ACT0013236,C13194,2024-09-21,5,16.1,1,2,True
ACT0013237,C12671,2023-01-01,3,4.9,0,1,True
ACT0013238,C05063,2024-03-28,2,34.9,0,0,True
ACT0013239,C10491,2023-11-02,3,78.3,0,1,True
ACT0013240,C04912,2025-05-22,2,41.2,0,2,True
ACT0013241,C01079,2024-10-26,3,26.3,0,3,True
ACT0013242,C06388,2025-11-18,5,19.3,0,0,True
ACT0013243,C03781,2025-08-29,2,36.4,0,4,True
ACT0013244,C09518,2024-04-30,3,31.5,0,1,True
ACT0013245,C03968,2024-02-16,2,39.2,0,3,True
ACT0013246,C09432,2025-02-11,4,26.8,0,1,True
ACT0013247,C09758,2024-05-10,0,34.7,0,1,False
ACT0013248,C03966,2025-03-22,6,35.9,1,2,True
ACT0013249,C04300,2023-03-25,2,42.3,0,1,True
ACT0013250,C02560,2024-08-16,8,41.6,0,1,True
ACT0013251,C08876,2023-08-05,3,41.3,0,0,True
ACT0013252,C07782,2025-03-31,10,8.3,0,0,True
ACT0013253,C13043,2024-07-08,3,8.7,0,2,False
ACT0013254,C06695,2025-12-26,4,27.5,0,3,True
ACT0013255,C09143,2023-10-31,1,24.2,0,0,False
ACT0013256,C00231,2023-03-26,2,35.1,0,1,True
ACT0013257,C10995,2024-12-17,5,8.0,0,0,True
ACT0013258,C09624,2024-03-30,2,55.9,0,2,True
ACT0013259,C08707,2024-07-23,2,12.0,1,0,True
ACT0013260,C03243,2025-02-07,3,4.3,0,0,True
ACT0013261,C02508,2024-09-19,3,14.7,0,1,False
ACT0013262,C04374,2025-11-23,6,70.2,1,1,True
ACT0013263,C06130,2024-05-09,2,12.8,0,1,True
ACT0013264,C11489,2023-11-12,2,28.4,1,1,False
ACT0013265,C11762,2024-10-02,2,52.2,1,1,True
ACT0013266,C03558,2023-09-01,6,33.5,1,3,False
ACT0013267,C00796,2025-05-26,2,74.3,0,1,True
ACT0013268,C00554,2024-11-11,2,28.9,0,1,True
ACT0013269,C00649,2025-01-22,3,4.5,0,2,True
ACT0013270,C11088,2023-04-01,3,21.9,0,2,True
ACT0013271,C01815,2025-06-25,3,21.3,0,3,True
ACT0013272,C10795,2023-11-21,5,8.8,0,2,True
ACT0013273,C09873,2023-02-21,2,17.1,0,2,True
ACT0013274,C13077,2023-11-13,3,37.2,0,2,True
ACT0013275,C04890,2025-04-23,3,56.7,1,2,True
ACT0013276,C07615,2023-02-02,1,16.4,1,3,True
ACT0013277,C01566,2025-12-13,1,11.7,1,3,False
ACT0013278,C14907,2024-02-21,2,10.9,0,4,True
ACT0013279,C04932,2024-01-26,2,37.1,0,2,True
ACT0013280,C02158,2024-03-11,2,25.4,2,0,True
ACT0013281,C12608,2025-07-29,4,34.7,0,1,True
ACT0013282,C03472,2023-06-14,3,34.4,0,2,False
ACT0013283,C05961,2024-01-17,2,24.6,0,1,True
ACT0013284,C01891,2025-12-20,2,13.8,0,3,False
ACT0013285,C14499,2025-12-09,3,68.3,1,1,True
ACT0013286,C13202,2023-06-21,4,11.9,1,3,True
ACT0013287,C12217,2023-02-02,9,29.5,0,1,True
ACT0013288,C13339,2024-02-07,2,13.4,0,0,True
ACT0013289,C10886,2025-09-14,5,33.7,0,0,False
ACT0013290,C11945,2023-04-02,4,43.2,1,0,False
ACT0013291,C02384,2023-10-17,1,32.4,0,2,True
ACT0013292,C02861,2023-05-27,3,12.3,1,2,True
ACT0013293,C12266,2024-11-28,4,38.2,0,1,True
ACT0013294,C06169,2025-04-21,2,16.2,0,0,True
ACT0013295,C02054,2023-12-14,2,47.7,0,2,True
ACT0013296,C11115,2025-04-16,3,29.7,0,1,True
ACT0013297,C07901,2024-08-03,3,50.5,1,1,False
ACT0013298,C13547,2023-03-24,6,20.4,0,2,True
ACT0013299,C05349,2023-08-01,4,38.2,0,1,True
ACT0013300,C09524,2025-06-30,1,23.7,0,2,True
ACT0013301,C07045,2023-10-17,7,51.8,0,0,True
ACT0013302,C12709,2024-04-26,0,17.0,1,2,True
ACT0013303,C12577,2023-06-14,4,27.2,0,3,True
ACT0013304,C10208,2023-06-27,3,16.1,0,0,True
ACT0013305,C00466,2023-02-21,4,39.8,0,3,True
ACT0013306,C13107,2024-06-09,5,15.0,0,0,True
ACT0013307,C04318,2023-03-09,0,99.0,0,1,True
ACT0013308,C07119,2023-01-22,2,34.1,0,0,True
ACT0013309,C03452,2024-01-08,3,18.9,0,1,True
ACT0013310,C06440,2023-04-04,2,42.0,1,4,True
ACT0013311,C06901,2025-05-17,6,46.5,0,3,True
ACT0013312,C10065,2025-06-08,2,24.8,0,0,True
ACT0013313,C11341,2025-07-21,0,32.6,1,0,True
ACT0013314,C12190,2024-11-10,2,31.3,0,0,True
ACT0013315,C10680,2025-08-16,4,29.8,0,1,True
ACT0013316,C04284,2024-01-15,4,35.1,1,0,True
ACT0013317,C06168,2024-02-07,2,48.8,0,1,True
ACT0013318,C12166,2023-05-03,1,19.3,1,2,True
ACT0013319,C10717,2024-04-26,4,8.9,0,0,True
ACT0013320,C04099,2025-01-13,2,22.5,1,0,True
ACT0013321,C04232,2024-06-02,3,14.0,0,2,False
ACT0013322,C04289,2024-06-12,4,3.0,0,0,True
ACT0013323,C08540,2023-09-20,4,43.0,1,0,False
ACT0013324,C11903,2024-03-30,4,16.0,0,4,True
ACT0013325,C01092,2024-10-27,5,33.4,2,4,True
ACT0013326,C10883,2023-09-09,4,34.2,0,2,True
ACT0013327,C07279,2023-11-08,2,9.9,0,0,True
ACT0013328,C02867,2024-05-31,3,33.4,1,1,True
ACT0013329,C02297,2023-08-18,3,40.7,1,1,True
ACT0013330,C14764,2023-01-24,4,19.6,2,1,False
ACT0013331,C12902,2025-12-30,2,18.2,0,3,False
ACT0013332,C13600,2023-05-21,4,23.9,0,1,True
ACT0013333,C12659,2025-02-24,4,24.1,0,0,True
ACT0013334,C11802,2024-05-26,4,79.6,1,1,True
ACT0013335,C02040,2023-11-24,5,9.1,0,1,True
ACT0013336,C11139,2025-12-23,1,11.0,0,3,True
ACT0013337,C09061,2025-11-18,0,64.8,2,7,True
ACT0013338,C10217,2025-02-27,0,54.9,0,0,True
ACT0013339,C02739,2025-01-17,3,7.2,2,1,True
ACT0013340,C13073,2025-02-04,3,58.5,1,1,True
ACT0013341,C05094,2023-01-25,5,8.0,1,0,True
ACT0013342,C13040,2024-02-16,4,30.7,1,4,False
ACT0013343,C02990,2023-06-11,3,16.5,1,0,True
ACT0013344,C06958,2024-08-31,4,12.9,0,0,True
ACT0013345,C12096,2025-03-08,2,14.1,0,0,True
ACT0013346,C13625,2025-01-21,3,45.4,1,0,True
ACT0013347,C03480,2025-10-03,3,8.2,0,1,True
ACT0013348,C11222,2024-05-18,0,25.1,0,0,True
ACT0013349,C02199,2024-01-24,1,62.2,0,2,True
ACT0013350,C12755,2025-12-22,4,15.2,0,0,True
ACT0013351,C14583,2023-10-29,4,55.3,0,3,True
ACT0013352,C04234,2025-10-28,5,72.6,0,2,True
ACT0013353,C08401,2023-07-12,6,19.4,0,0,True
ACT0013354,C04049,2025-08-29,6,18.3,0,0,True
ACT0013355,C14298,2023-12-03,2,4.2,0,3,True
ACT0013356,C09239,2025-12-24,3,68.8,1,1,True
ACT0013357,C07692,2023-07-29,1,8.1,0,0,True
ACT0013358,C03173,2025-09-17,3,28.4,1,0,False
ACT0013359,C14272,2023-12-21,1,17.1,1,2,True
ACT0013360,C09907,2025-05-30,1,19.3,0,2,True
ACT0013361,C13808,2024-02-19,3,14.8,1,1,True
ACT0013362,C04261,2025-05-10,2,79.6,1,0,True
ACT0013363,C09141,2024-11-10,2,11.7,0,1,True
ACT0013364,C11516,2023-03-24,2,25.8,0,2,False
ACT0013365,C05398,2025-09-30,3,34.0,0,1,False
ACT0013366,C09383,2024-08-10,5,29.5,0,0,True
ACT0013367,C04255,2025-01-06,2,22.2,0,1,True
