Transaction_ID,Date,Customer_ID,Account_ID,Branch_ID,Transaction_Type,Channel,Amount,Status,Location_Type,Is_Anomaly
T0072588,2025-11-16,C01092,A020433,B034,Credit,Online Banking,321.08,Success,Domestic,False
T0072589,2025-02-09,C03665,A015328,B033,Debit,POS,557.66,Success,Domestic,False
T0072590,2025-03-13,C06525,A003485,B044,Debit,UPI,730.76,Success,Domestic,False
T0072591,2025-07-13,C14692,A004654,B031,Credit,UPI,7631.53,Failed,Domestic,False
T0072592,2023-03-01,C04647,A008498,B050,Credit,UPI,1141.07,Success,International,False
T0072593,2025-04-17,C07984,A018990,B025,Debit,UPI,14620.08,Success,Domestic,False
T0072594,2024-10-21,C10709,A003414,B047,Debit,IMPS,1038.47,Success,Domestic,False
T0072595,2025-12-02,C02432,A014934,B055,Debit,POS,1251.67,Success,Domestic,False
T0072596,2025-09-10,C01001,A013146,B002,Credit,POS,6121.41,Success,Domestic,False
T0072597,2024-05-14,C14092,A004340,B011,Debit,Online Banking,5047.34,Success,Domestic,False
T0072598,2023-01-16,C09350,A004331,B016,Debit,UPI,991.69,Success,Domestic,False
T0072599,2023-08-26,C14040,A014637,B024,Credit,IMPS,4700.37,Success,Domestic,False
T0072600,2023-04-18,C10498,A004560,B019,Debit,Online Banking,1792.38,Success,Domestic,False
T0072601,2024-08-16,C00589,A003799,B039,Debit,UPI,15133.44,Success,Domestic,False
T0072602,2024-12-02,C11830,A010728,B001,Debit,IMPS,9654.51,Success,Domestic,False
T0072603,2023-09-26,C11132,A003494,B031,Debit,POS,4369.4,Success,Domestic,False
T0072604,2024-11-12,C07463,A004960,B053,Credit,ATM,1009.33,Failed,Domestic,False
T0072605,2025-11-27,C09334,A003223,B004,Debit,UPI,1336.29,Success,Domestic,False
T0072606,2023-10-27,C00947,A017611,B017,Debit,IMPS,3544.05,Success,Domestic,False
T0072607,2024-09-01,C04223,A004445,B058,Credit,UPI,7931.93,Failed,Domestic,False
T0072608,2023-03-10,C01431,A017632,B048,Credit,IMPS,3010.78,Success,Domestic,False
T0072609,2023-02-19,C03244,A003973,B046,Debit,UPI,5947.19,Success,Domestic,False
T0072610,2024-09-22,C09530,A017772,B052,Debit,Online Banking,883.42,Success,Domestic,False
T0072611,2024-10-16,C01269,A016027,B039,Debit,UPI,3770.35,Success,Domestic,False
T0072612,2023-09-23,C13213,A019630,B040,Debit,ATM,8647.61,Success,Domestic,False
T0072613,2025-05-14,C10717,A002595,B035,Debit,Online Banking,11343.74,Success,Domestic,False
T0072614,2023-03-23,C11765,A013786,B051,Debit,UPI,10438.01,Success,Domestic,False
T0072615,2025-01-05,C03354,A017622,B030,Credit,RTGS,1387.07,Success,Domestic,False
T0072616,2023-07-27,C11714,A007651,B025,Debit,RTGS,1406.14,Success,Domestic,False
T0072617,2025-06-07,C10724,A012151,B054,Credit,ATM,887.37,Success,Domestic,False
T0072618,2025-05-19,C10786,A008885,B039,Debit,POS,11823.29,Success,Domestic,False
T0072619,2024-07-20,C02919,A018432,B052,Credit,NEFT,17737.41,Success,Domestic,False
T0072620,2023-11-07,C06644,A003803,B028,Debit,ATM,2245.51,Success,Domestic,False
T0072621,2024-06-08,C05344,A005369,B039,Credit,UPI,4144.42,Success,Domestic,False
T0072622,2023-05-24,C00893,A009993,B008,Credit,ATM,553.87,Success,Domestic,False
T0072623,2024-04-18,C14524,A007796,B012,Debit,POS,3301.32,Success,Domestic,False
T0072624,2023-04-08,C05917,A007196,B015,Debit,UPI,423.63,Success,Domestic,False
T0072625,2025-05-20,C01967,A018473,B021,Debit,POS,2690.49,Success,Domestic,False
T0072626,2024-01-25,C14744,A008680,B057,Credit,IMPS,1086.08,Success,Domestic,False
T0072627,2025-09-04,C07873,A020333,B047,Credit,NEFT,1423.75,Success,Domestic,False
T0072628,2025-01-02,C10213,A000391,B027,Credit,UPI,3502.43,Success,International,False
T0072629,2024-05-24,C06498,A005346,B001,Debit,IMPS,5353.11,Success,Domestic,False
T0072630,2025-11-06,C09990,A008926,B028,Debit,UPI,2205.71,Success,Domestic,False
T0072631,2024-09-09,C11175,A020939,B012,Debit,UPI,8528.11,Success,Domestic,False
T0072632,2024-04-23,C12013,A009418,B026,Credit,POS,3697.27,Success,Domestic,False
T0072633,2023-02-19,C05619,A004972,B022,Credit,NEFT,20791.2,Success,Domestic,False
T0072634,2025-06-15,C02913,A002970,B036,Debit,ATM,2079.21,Success,Domestic,False
T0072635,2025-12-29,C00121,A004039,B041,Debit,IMPS,1301.88,Success,Domestic,False
T0072636,2023-10-07,C01582,A018445,B019,Credit,RTGS,1528.93,Success,Domestic,False
T0072637,2025-08-20,C02807,A019233,B003,Debit,UPI,1552.39,Success,Domestic,False
T0072638,2023-04-23,C00950,A012913,B059,Debit,IMPS,427.62,Success,Domestic,False
T0072639,2024-07-31,C06901,A009300,B015,Debit,Online Banking,590.71,Success,Domestic,False
T0072640,2025-09-28,C10848,A001031,B045,Debit,POS,715.2,Success,Domestic,False
T0072641,2023-04-17,C05665,A004433,B044,Debit,UPI,1117.07,Success,Domestic,False
T0072642,2025-05-08,C05705,A002951,B004,Debit,UPI,841.83,Success,Domestic,False
T0072643,2023-04-17,C02225,A018539,B032,Debit,UPI,459.82,Success,Domestic,False
T0072644,2023-02-21,C05638,A013860,B048,Debit,POS,985.76,Success,Domestic,False
T0072645,2023-04-16,C06210,A011807,B013,Debit,NEFT,1986.11,Success,Domestic,False
T0072646,2025-01-25,C06982,A020520,B017,Debit,POS,557.13,Success,Domestic,False
T0072647,2023-04-19,C11791,A016803,B028,Debit,UPI,984.28,Success,Domestic,False
T0072648,2024-06-09,C04846,A013919,B014,Credit,POS,15457.87,Success,Domestic,False
T0072649,2025-08-31,C11346,A020497,B031,Debit,ATM,9251.62,Success,Domestic,False
T0072650,2023-03-30,C12039,A020733,B044,Debit,UPI,27974.43,Success,Domestic,False
T0072651,2024-09-24,C04183,A015400,B053,Debit,POS,1516.83,Success,Domestic,False
T0072652,2024-11-29,C05496,A005794,B006,Debit,NEFT,852.71,Success,Domestic,False
T0072653,2025-04-10,C13650,A018247,B025,Debit,UPI,6568.17,Success,Domestic,False
T0072654,2025-04-04,C09633,A016828,B021,Debit,POS,3087.22,Success,Domestic,False
T0072655,2023-03-20,C07695,A018758,B007,Debit,POS,13009.36,Success,Domestic,False
T0072656,2025-11-26,C04521,A000622,B010,Debit,NEFT,3591.23,Success,Domestic,False
T0072657,2025-12-30,C08601,A011970,B031,Debit,ATM,3366.83,Success,Domestic,False
T0072658,2024-06-28,C01526,A017777,B046,Credit,POS,361.74,Success,Domestic,False
T0072659,2024-09-28,C10594,A007693,B038,Credit,UPI,13341.69,Success,Domestic,False
T0072660,2023-01-29,C04488,A020299,B008,Debit,UPI,2642.54,Success,Domestic,False
T0072661,2025-10-04,C06079,A013615,B038,Credit,ATM,4651.85,Success,Domestic,False
T0072662,2024-11-24,C10596,A002105,B010,Debit,NEFT,31153.53,Success,Domestic,False
T0072663,2023-08-19,C11119,A002761,B008,Debit,POS,640.03,Success,Domestic,False
T0072664,2024-05-10,C01443,A016149,B013,Debit,ATM,7030.4,Success,Domestic,False
T0072665,2023-03-16,C05794,A003843,B002,Debit,UPI,5384.57,Success,Domestic,False
T0072666,2024-05-23,C11148,A008785,B050,Debit,IMPS,6079.53,Success,Domestic,False
T0072667,2025-02-04,C11037,A020462,B029,Credit,UPI,1277.48,Success,Domestic,False
T0072668,2024-03-20,C14641,A017362,B039,Debit,NEFT,3355.56,Success,International,False
T0072669,2023-07-26,C12902,A020340,B007,Credit,UPI,638.7,Success,Domestic,False
T0072670,2025-10-10,C03120,A020918,B018,Debit,POS,7501.03,Success,Domestic,False
T0072671,2023-02-22,C03666,A020473,B030,Credit,IMPS,469.25,Success,Domestic,False
T0072672,2023-06-17,C12299,A005449,B017,Credit,POS,3245.82,Success,Domestic,False
T0072673,2024-06-14,C04468,A017982,B028,Credit,NEFT,472.19,Success,Domestic,False
T0072674,2024-11-29,C12666,A013525,B005,Debit,NEFT,3583.46,Success,Domestic,False
T0072675,2025-11-01,C11251,A021439,B015,Credit,UPI,7922.5,Success,Domestic,False
T0072676,2024-11-04,C11972,A005005,B046,Credit,ATM,1487.7,Success,Domestic,False
T0072677,2025-06-30,C06810,A015147,B052,Credit,IMPS,1323.63,Success,Domestic,False
T0072678,2025-02-10,C03305,A001660,B053,Credit,POS,886.94,Success,Domestic,False
T0072679,2025-10-19,C00107,A011838,B034,Credit,POS,2412.69,Success,Domestic,False
T0072680,2024-01-08,C04389,A009888,B057,Debit,POS,13342.99,Success,Domestic,False
T0072681,2025-04-25,C14764,A010656,B046,Debit,UPI,12162.38,Success,Domestic,False
T0072682,2024-03-22,C01147,A007307,B057,Credit,POS,1354.0,Success,Domestic,False
T0072683,2023-11-11,C03439,A016350,B025,Debit,Online Banking,3319.78,Success,Domestic,False
T0072684,2023-10-27,C00472,A012627,B023,Credit,UPI,2707.4,Success,Domestic,False
T0072685,2025-07-08,C14169,A017537,B028,Debit,UPI,3091.2,Failed,Domestic,False
T0072686,2023-10-02,C00264,A005850,B056,Debit,POS,917.88,Success,Domestic,False
T0072687,2025-05-06,C04584,A012634,B048,Debit,UPI,2889.79,Success,Domestic,False
T0072688,2023-10-14,C06464,A000449,B013,Credit,RTGS,1543.1,Success,Domestic,False
T0072689,2023-09-21,C03599,A006593,B003,Credit,IMPS,829.56,Success,Domestic,False
T0072690,2024-08-17,C10181,A019658,B043,Debit,UPI,705.41,Success,Domestic,False
T0072691,2025-02-23,C05783,A011600,B045,Credit,POS,4023.88,Success,Domestic,False
T0072692,2023-04-27,C03897,A016666,B038,Debit,Online Banking,1909.44,Success,Domestic,False
T0072693,2024-10-13,C13846,A007751,B025,Debit,POS,9383.62,Success,Domestic,False
T0072694,2023-08-13,C12221,A000646,B058,Debit,POS,3523.75,Success,Domestic,False
T0072695,2025-03-30,C00594,A002245,B050,Credit,ATM,26133.44,Success,Domestic,False
T0072696,2025-07-25,C04584,A012634,B048,Credit,POS,2409.88,Success,Domestic,False
T0072697,2025-09-11,C04573,A010443,B041,Debit,NEFT,11392.81,Success,Domestic,False
T0072698,2024-08-08,C06550,A003903,B012,Debit,Online Banking,744.6,Success,Domestic,False
T0072699,2023-08-09,C02806,A000718,B052,Credit,Online Banking,8017.84,Success,Domestic,False
T0072700,2025-02-07,C11203,A021572,B004,Credit,UPI,2169.67,Success,Domestic,False
T0072701,2024-10-08,C11814,A014179,B035,Credit,UPI,295.41,Success,Domestic,False
T0072702,2024-05-09,C01615,A000185,B012,Debit,POS,4753.8,Success,Domestic,False
T0072703,2024-12-24,C14198,A002464,B025,Credit,POS,546.99,Success,Domestic,False
T0072704,2024-04-04,C07179,A000336,B048,Debit,NEFT,3158.72,Success,Domestic,False
T0072705,2023-05-12,C07633,A003515,B007,Credit,ATM,2547.26,Success,Domestic,False
T0072706,2023-04-16,C14253,A019266,B006,Debit,POS,1810.83,Success,Domestic,False
T0072707,2025-06-10,C10649,A004542,B034,Credit,IMPS,612.16,Success,Domestic,False
T0072708,2024-07-30,C12743,A008637,B012,Credit,UPI,973.67,Success,Domestic,False
T0072709,2024-06-26,C06675,A019966,B019,Debit,UPI,1172.84,Success,Domestic,False
T0072710,2024-03-26,C02611,A014627,B015,Debit,UPI,2746.43,Success,Domestic,False
T0072711,2023-09-05,C12235,A016293,B051,Credit,ATM,8434.71,Success,Domestic,False
T0072712,2023-05-22,C03563,A015570,B045,Debit,UPI,890.16,Success,Domestic,False
T0072713,2025-03-30,C04161,A020572,B021,Debit,POS,551.86,Success,Domestic,False
T0072714,2024-07-08,C14242,A000543,B056,Debit,Online Banking,5735.31,Success,Domestic,False
T0072715,2023-09-11,C02378,A012321,B049,Credit,UPI,17650.93,Success,Domestic,False
T0072716,2024-08-21,C11221,A007321,B041,Debit,POS,5528.5,Failed,Domestic,False
T0072717,2024-02-22,C11108,A004330,B022,Credit,IMPS,7159.71,Success,Domestic,False
T0072718,2025-07-16,C00644,A000239,B023,Debit,NEFT,1433.05,Success,Domestic,False
T0072719,2023-03-03,C06059,A016521,B024,Debit,UPI,5289.43,Success,Domestic,False
T0072720,2024-12-26,C10714,A014262,B005,Credit,POS,3073.61,Success,Domestic,False
T0072721,2024-12-14,C12669,A000913,B013,Debit,UPI,960.91,Success,Domestic,False
T0072722,2025-07-13,C10299,A002241,B023,Credit,RTGS,1033.61,Success,Domestic,False
T0072723,2023-07-28,C02105,A006349,B050,Credit,POS,8507.71,Success,Domestic,False
T0072724,2024-08-28,C02070,A007300,B057,Credit,Online Banking,22085.21,Success,Domestic,False
T0072725,2024-09-24,C05533,A011144,B003,Debit,UPI,45456.32,Success,Domestic,False
T0072726,2023-05-17,C00232,A016982,B043,Credit,UPI,1515.54,Success,Domestic,False
T0072727,2025-06-16,C02595,A003328,B057,Debit,POS,2488.99,Success,Domestic,False
T0072728,2024-05-06,C12819,A017309,B008,Debit,UPI,3793.38,Success,International,False
T0072729,2024-07-28,C14524,A007798,B048,Credit,UPI,1487.01,Success,Domestic,False
T0072730,2023-06-06,C01171,A020306,B029,Debit,UPI,7837.74,Success,Domestic,False
T0072731,2025-04-28,C02673,A001068,B015,Credit,UPI,8232.03,Success,Domestic,False
T0072732,2024-01-03,C04472,A011947,B033,Debit,NEFT,3410.95,Success,International,False
T0072733,2024-10-02,C10522,A016379,B037,Debit,RTGS,2694.36,Success,Domestic,False
T0072734,2023-04-13,C03611,A002436,B006,Debit,ATM,2004.81,Success,International,False
T0072735,2025-09-03,C14358,A020285,B021,Credit,UPI,1454.32,Success,Domestic,False
T0072736,2023-07-22,C10755,A018248,B013,Credit,UPI,4398.78,Success,Domestic,False
T0072737,2023-07-06,C03549,A020464,B041,Debit,POS,2132.86,Success,International,False
T0072738,2023-09-28,C13416,A013582,B006,Debit,RTGS,4792.59,Success,Domestic,False
T0072739,2024-04-13,C09869,A007540,B040,Credit,RTGS,6221.36,Success,Domestic,False
T0072740,2024-08-25,C03525,A011718,B015,Credit,UPI,1161.06,Success,Domestic,False
T0072741,2024-05-09,C09669,A010618,B041,Debit,ATM,3972.47,Success,Domestic,False
T0072742,2024-04-14,C08257,A002869,B019,Credit,UPI,5581.38,Success,Domestic,False
T0072743,2025-04-10,C11330,A013354,B008,Credit,Online Banking,4104.33,Success,Domestic,False
T0072744,2025-07-04,C03825,A005051,B014,Debit,ATM,5835.89,Failed,Domestic,False
T0072745,2024-10-20,C02883,A014791,B016,Debit,NEFT,3234.43,Success,Domestic,False
T0072746,2023-04-08,C07634,A020736,B047,Debit,Online Banking,5078.18,Success,Domestic,False
T0072747,2025-06-23,C10997,A019668,B056,Debit,POS,2531.47,Success,International,False
T0072748,2023-05-30,C12145,A016701,B060,Credit,UPI,3710.01,Success,Domestic,False
T0072749,2023-05-10,C08710,A000685,B014,Debit,UPI,9884.88,Success,Domestic,False
T0072750,2023-10-24,C02752,A019705,B019,Debit,RTGS,1443.24,Success,Domestic,False
T0072751,2025-01-23,C14090,A000353,B058,Debit,UPI,973.73,Success,Domestic,False
T0072752,2023-03-05,C13707,A010169,B042,Debit,IMPS,12443.35,Success,Domestic,False
T0072753,2023-04-29,C01741,A009636,B060,Debit,ATM,1895.18,Success,Domestic,False
T0072754,2023-05-22,C06221,A013693,B019,Debit,UPI,2641.68,Success,Domestic,False
T0072755,2025-04-12,C11825,A013741,B059,Debit,ATM,10479.04,Success,Domestic,False
T0072756,2023-10-28,C13919,A005842,B047,Debit,ATM,2029.92,Success,Domestic,False
T0072757,2024-05-21,C06743,A017105,B018,Debit,POS,8356.09,Success,Domestic,False
T0072758,2024-04-08,C05287,A009196,B029,Credit,RTGS,1105.68,Success,Domestic,False
T0072759,2024-07-09,C00506,A011872,B039,Debit,UPI,474.12,Success,Domestic,False
T0072760,2023-06-23,C07215,A018446,B009,Debit,UPI,2834.06,Success,Domestic,False
T0072761,2025-05-03,C05077,A001818,B012,Debit,Online Banking,1656.77,Success,Domestic,False
T0072762,2024-10-20,C04796,A003367,B035,Debit,ATM,2945.72,Success,Domestic,False
T0072763,2023-12-18,C00186,A000507,B044,Credit,POS,1637.91,Failed,Domestic,False
T0072764,2025-11-20,C10046,A017867,B019,Debit,NEFT,164.87,Success,Domestic,False
T0072765,2023-04-01,C08750,A010823,B008,Credit,NEFT,2985.54,Success,Domestic,False
T0072766,2025-06-10,C12308,A016778,B049,Credit,NEFT,37959.01,Success,Domestic,False
T0072767,2023-01-09,C01921,A016318,B005,Credit,ATM,13161.57,Success,Domestic,False
T0072768,2023-03-24,C07295,A002226,B002,Debit,UPI,2152.37,Success,Domestic,False
T0072769,2025-02-15,C00142,A009744,B023,Credit,IMPS,6293.6,Success,Domestic,False
T0072770,2025-07-28,C14803,A020946,B043,Debit,IMPS,5464.81,Success,Domestic,False
T0072771,2023-10-17,C11365,A000675,B057,Debit,ATM,495.53,Success,Domestic,False
T0072772,2023-01-06,C03687,A013509,B051,Debit,NEFT,7313.52,Success,Domestic,False
T0072773,2025-12-12,C04773,A005033,B033,Credit,IMPS,7975.77,Success,Domestic,False
T0072774,2023-01-17,C00183,A001756,B047,Credit,POS,3972.85,Success,Domestic,False
T0072775,2024-03-09,C09139,A019904,B015,Credit,NEFT,5866.78,Success,Domestic,False
T0072776,2024-10-02,C13362,A012949,B058,Credit,POS,868.19,Success,Domestic,False
T0072777,2023-01-14,C01117,A001567,B007,Credit,ATM,4415.54,Success,Domestic,False
T0072778,2025-02-28,C00190,A016986,B005,Credit,POS,3890.0,Failed,Domestic,False
T0072779,2023-09-08,C06939,A000088,B031,Debit,Online Banking,8164.52,Success,Domestic,False
T0072780,2023-07-10,C01280,A005991,B056,Debit,POS,1331.44,Success,Domestic,False
T0072781,2023-04-13,C02728,A015885,B044,Credit,UPI,2006.88,Success,Domestic,False
T0072782,2025-01-04,C05461,A021623,B020,Debit,UPI,11507.4,Success,Domestic,False
T0072783,2023-09-22,C14264,A019825,B023,Debit,Online Banking,1468.0,Success,Domestic,False
T0072784,2025-12-07,C13150,A006733,B024,Debit,RTGS,3387.18,Success,Domestic,False
T0072785,2023-03-08,C08203,A010402,B013,Credit,UPI,4469.38,Success,Domestic,False
T0072786,2025-06-27,C08581,A002294,B051,Credit,ATM,1245.74,Success,Domestic,False
T0072787,2025-09-09,C12096,A013383,B013,Credit,POS,691.94,Failed,Domestic,False
T0072788,2024-01-30,C10883,A021935,B027,Debit,RTGS,12624.22,Success,Domestic,False
T0072789,2023-09-17,C00766,A015486,B040,Credit,POS,17094.4,Success,Domestic,False
T0072790,2025-11-24,C02651,A021218,B052,Credit,UPI,357.84,Success,Domestic,False
T0072791,2023-01-15,C04998,A018499,B032,Credit,UPI,1116.38,Success,Domestic,False
T0072792,2023-04-19,C09949,A012557,B034,Credit,POS,14363.91,Success,Domestic,False
T0072793,2025-08-21,C09250,A001084,B018,Debit,POS,1040.81,Success,Domestic,False
T0072794,2023-10-11,C13519,A007270,B023,Debit,POS,6391.24,Success,Domestic,False
T0072795,2023-04-17,C07931,A003288,B028,Debit,NEFT,5017.7,Failed,Domestic,False
T0072796,2024-09-17,C08702,A011677,B050,Debit,NEFT,1582.98,Success,Domestic,False
T0072797,2024-04-26,C09257,A002565,B059,Credit,NEFT,2215.83,Success,Domestic,False
T0072798,2025-02-04,C11404,A004591,B019,Debit,UPI,3731.06,Success,Domestic,False
T0072799,2025-02-12,C03968,A015623,B011,Debit,POS,1569.3,Success,Domestic,False
T0072800,2024-10-12,C00257,A020805,B047,Credit,POS,11471.71,Success,Domestic,False
T0072801,2023-10-16,C08209,A017474,B024,Debit,ATM,1077.42,Success,Domestic,False
T0072802,2024-01-07,C09692,A000926,B044,Credit,UPI,1127.16,Success,Domestic,False
T0072803,2025-07-23,C14452,A009464,B002,Debit,ATM,388.22,Success,Domestic,False
T0072804,2024-08-05,C05074,A008262,B026,Credit,ATM,1549.19,Success,Domestic,False
T0072805,2024-03-21,C09389,A013810,B020,Debit,UPI,1342.54,Success,Domestic,False
T0072806,2023-01-22,C02648,A020213,B016,Credit,POS,665.0,Success,Domestic,False
T0072807,2024-12-21,C06088,A014199,B019,Debit,UPI,1135.16,Success,Domestic,False
T0072808,2025-06-17,C06509,A004319,B048,Debit,ATM,5589.32,Success,Domestic,False
T0072809,2024-11-06,C12471,A001355,B018,Debit,UPI,1616.06,Reversed,Domestic,False
T0072810,2023-09-06,C12412,A017539,B009,Credit,UPI,1288.4,Success,Domestic,False
T0072811,2025-07-05,C01366,A016347,B051,Debit,UPI,778.75,Success,Domestic,False
T0072812,2024-06-26,C03548,A000680,B059,Credit,Online Banking,831.77,Success,Domestic,False
T0072813,2024-10-12,C12138,A007761,B018,Debit,Online Banking,2142.39,Success,Domestic,False
T0072814,2025-06-11,C10197,A017366,B030,Credit,NEFT,909.51,Success,Domestic,False
T0072815,2025-12-18,C03120,A004412,B057,Credit,NEFT,2754.18,Success,Domestic,False
T0072816,2024-09-18,C07538,A006667,B026,Debit,UPI,1137.41,Success,Domestic,False
T0072817,2025-01-12,C11200,A009782,B042,Debit,POS,7676.13,Success,Domestic,False
T0072818,2023-01-12,C03843,A011381,B018,Credit,Online Banking,7823.94,Success,Domestic,False
T0072819,2023-07-14,C09737,A021927,B047,Debit,NEFT,2114.79,Success,Domestic,False
T0072820,2023-09-11,C05616,A009646,B032,Debit,UPI,500.04,Success,Domestic,False
T0072821,2023-11-30,C07334,A000998,B006,Credit,ATM,2418.64,Success,Domestic,False
T0072822,2024-02-21,C02086,A011769,B015,Credit,ATM,3771.26,Success,Domestic,False
T0072823,2025-05-05,C02079,A004990,B009,Credit,UPI,789.49,Failed,Domestic,False
T0072824,2023-06-04,C01259,A007291,B003,Debit,RTGS,3635.06,Success,International,False
T0072825,2023-01-24,C01294,A011481,B046,Credit,ATM,2382.3,Success,Domestic,False
T0072826,2023-05-24,C04133,A001775,B008,Debit,UPI,6516.84,Success,Domestic,False
T0072827,2023-01-16,C05836,A002129,B012,Debit,UPI,1005.75,Success,Domestic,False
T0072828,2023-10-12,C03293,A000962,B012,Debit,IMPS,7377.9,Success,Domestic,False
T0072829,2025-05-29,C05362,A015549,B039,Credit,RTGS,4362.61,Success,Domestic,False
T0072830,2025-05-07,C11093,A019549,B040,Credit,UPI,2065.96,Success,Domestic,False
T0072831,2024-07-06,C03145,A003112,B019,Credit,NEFT,1814.9,Success,Domestic,False
T0072832,2024-10-09,C00339,A010694,B004,Credit,ATM,243.11,Success,Domestic,False
T0072833,2023-08-04,C10945,A016504,B018,Debit,POS,10999.1,Success,Domestic,False
T0072834,2025-05-01,C09596,A003840,B014,Debit,UPI,956.55,Success,Domestic,False
T0072835,2025-05-02,C07479,A006466,B017,Debit,ATM,2443.86,Success,Domestic,False
T0072836,2024-10-07,C10465,A004432,B053,Debit,NEFT,2687.26,Success,International,False
T0072837,2023-04-29,C06662,A003081,B049,Debit,IMPS,2643.09,Success,Domestic,False
T0072838,2024-03-31,C06021,A004644,B034,Debit,NEFT,2053.99,Success,Domestic,False
T0072839,2023-12-01,C10773,A011000,B046,Credit,IMPS,7924.55,Success,Domestic,False
T0072840,2023-07-20,C06374,A003264,B004,Credit,RTGS,4621.04,Success,Domestic,False
T0072841,2023-10-17,C02700,A001547,B042,Debit,UPI,925.14,Success,Domestic,False
T0072842,2023-04-17,C08354,A010114,B002,Credit,Online Banking,7442.54,Success,Domestic,False
T0072843,2025-05-02,C07597,A019815,B038,Debit,Online Banking,5428.17,Success,Domestic,False
T0072844,2025-05-29,C08168,A001324,B002,Debit,Online Banking,816.67,Success,Domestic,False
T0072845,2025-07-09,C03097,A003260,B017,Debit,UPI,4984.81,Success,Domestic,False
T0072846,2024-10-26,C02692,A007516,B008,Debit,POS,934.12,Success,Domestic,False
T0072847,2025-05-18,C04330,A017702,B046,Debit,NEFT,3923.19,Success,Domestic,False
T0072848,2025-03-21,C12143,A014493,B003,Debit,UPI,9754.86,Success,Domestic,False
T0072849,2023-05-07,C04426,A003272,B030,Debit,ATM,27512.51,Success,Domestic,False
T0072850,2023-05-26,C13158,A008767,B047,Debit,UPI,1122.97,Success,International,False
T0072851,2023-01-14,C03156,A019268,B004,Credit,POS,867.8,Failed,Domestic,False
T0072852,2024-12-19,C13254,A004687,B002,Credit,POS,1086.71,Success,Domestic,False
T0072853,2025-05-19,C10991,A010348,B012,Debit,IMPS,480.2,Success,Domestic,False
T0072854,2024-11-09,C04945,A008341,B038,Debit,UPI,907.39,Success,Domestic,False
T0072855,2024-12-13,C06511,A014923,B027,Credit,UPI,1329.8,Success,Domestic,False
T0072856,2024-06-26,C03015,A021352,B051,Credit,IMPS,2556.73,Success,Domestic,False
T0072857,2023-03-08,C09072,A011166,B024,Debit,Online Banking,9734.34,Success,Domestic,False
T0072858,2025-12-22,C05704,A010683,B008,Debit,ATM,2565.62,Success,Domestic,False
T0072859,2024-10-31,C10111,A014338,B044,Debit,NEFT,2642.43,Success,Domestic,False
T0072860,2024-09-17,C05883,A017412,B059,Debit,POS,1483.24,Success,Domestic,False
T0072861,2024-06-26,C04430,A005042,B032,Debit,UPI,711.49,Success,Domestic,False
T0072862,2025-01-12,C14023,A001169,B060,Credit,Online Banking,18878.65,Success,International,False
T0072863,2025-01-14,C05616,A009372,B017,Debit,NEFT,6841.02,Success,Domestic,False
T0072864,2024-07-31,C09534,A012067,B048,Credit,UPI,8686.23,Success,Domestic,False
T0072865,2025-04-22,C14414,A003077,B021,Credit,UPI,1776.14,Success,Domestic,False
T0072866,2023-03-20,C06941,A015770,B058,Debit,RTGS,15154.82,Success,Domestic,False
T0072867,2023-12-10,C11330,A013354,B008,Debit,UPI,2063.07,Success,Domestic,False
T0072868,2025-02-03,C12760,A008669,B060,Credit,UPI,1808.66,Success,International,False
T0072869,2025-01-27,C00336,A000723,B059,Debit,NEFT,4160.37,Success,Domestic,False
T0072870,2024-11-12,C05762,A012898,B007,Debit,POS,1712.94,Success,Domestic,False
T0072871,2023-08-15,C06333,A018673,B038,Debit,ATM,891.68,Success,Domestic,False
T0072872,2023-06-30,C14061,A015034,B021,Debit,POS,6256.07,Success,Domestic,False
T0072873,2023-06-12,C14982,A016306,B059,Credit,ATM,3668.42,Success,Domestic,False
T0072874,2025-01-05,C12860,A020563,B056,Credit,IMPS,2724.5,Success,Domestic,False
T0072875,2024-04-04,C11167,A008155,B044,Debit,Online Banking,5198.36,Success,Domestic,False
T0072876,2023-02-16,C03414,A019832,B040,Debit,ATM,8524.05,Success,International,False
T0072877,2023-08-11,C08406,A009803,B030,Debit,IMPS,588.02,Success,Domestic,False
T0072878,2023-03-03,C06338,A012160,B058,Debit,POS,1877.74,Failed,Domestic,False
T0072879,2025-12-03,C11517,A001447,B059,Credit,UPI,4868.19,Success,Domestic,False
T0072880,2025-11-30,C10631,A009214,B026,Credit,UPI,1285.54,Success,International,False
T0072881,2025-09-11,C09436,A006084,B044,Credit,IMPS,2489.32,Success,Domestic,False
T0072882,2023-01-11,C09903,A018400,B022,Debit,Online Banking,5986.24,Success,Domestic,False
T0072883,2023-08-17,C12915,A010958,B019,Debit,UPI,316.0,Success,Domestic,False
T0072884,2025-06-26,C02845,A018164,B036,Credit,ATM,4543.53,Success,Domestic,False
T0072885,2023-08-30,C01503,A018355,B041,Credit,NEFT,2319.71,Success,Domestic,False
T0072886,2025-08-16,C12509,A013771,B054,Debit,UPI,30607.24,Success,Domestic,False
T0072887,2025-04-02,C01145,A021448,B049,Debit,POS,22955.52,Success,Domestic,False
T0072888,2025-10-14,C06641,A012574,B021,Credit,UPI,5117.14,Success,Domestic,False
T0072889,2024-08-26,C05342,A019753,B003,Debit,IMPS,2237.57,Success,Domestic,False
T0072890,2024-08-10,C14856,A020371,B028,Credit,UPI,6936.17,Success,Domestic,False
