Customer_ID,Customer_Name,Gender,Age,Income_Annual,Occupation,City,State,Customer_Segment,Join_Date,Branch_ID
C01483,Customer 01483,Female,58,61400.0,Salaried,Lucknow,Uttar Pradesh,Regular,2022-09-04,B030
C01484,Customer 01484,Male,34,21900.0,Professional,Noida,Uttar Pradesh,Standard,2023-03-14,B050
C01485,Customer 01485,Female,38,59400.0,Professional,Udaipur,Rajasthan,Regular,2022-01-31,B058
C01486,Customer 01486,Female,23,56700.0,Salaried,Jaipur,Rajasthan,Regular,2025-07-19,B015
C01487,Customer 01487,Female,59,83800.0,Salaried,Delhi,Delhi,Mass Affluent,2025-02-27,B036
C01488,Customer 01488,Male,30,43600.0,Salaried,Nashik,Maharashtra,Standard,2024-05-23,B001
C01489,Customer 01489,Male,36,56300.0,Salaried,Surat,Gujarat,Regular,2023-07-30,B022
C01490,Customer 01490,Female,18,57300.0,Retired,Pune,Maharashtra,Regular,2021-09-07,B010
C01491,Customer 01491,Female,36,37200.0,Salaried,Durgapur,West Bengal,Standard,2021-09-03,B058
C01492,Customer 01492,Male,37,29200.0,Salaried,New Delhi,Delhi,Standard,2022-01-27,B030
C01493,Customer 01493,Female,33,67900.0,Professional,Thiruvananthapuram,Kerala,Regular,2024-07-30,B044
C01494,Customer 01494,Other,19,95700.0,Business,Hyderabad,Telangana,Mass Affluent,2024-07-31,B024
C01495,Customer 01495,Male,44,39000.0,Self-Employed,Lucknow,Uttar Pradesh,Standard,2022-01-27,B007
C01496,Customer 01496,Female,18,48800.0,Self-Employed,Nagpur,Maharashtra,Regular,2024-12-22,B033
C01497,Customer 01497,Male,20,86800.0,Business,Noida,Uttar Pradesh,Mass Affluent,2023-02-21,B058
C01498,Customer 01498,Female,35,91600.0,Business,Noida,Uttar Pradesh,Mass Affluent,2023-07-26,B012
C01499,Customer 01499,Female,51,62500.0,Salaried,Coimbatore,Tamil Nadu,Regular,2022-03-30,B037
C01500,Customer 01500,Female,37,69100.0,Salaried,Warangal,Telangana,Regular,2023-05-23,B014
C01501,Customer 01501,Male,41,73700.0,Professional,Jaipur,Rajasthan,Regular,2022-02-10,B017
C01502,Customer 01502,Female,31,81300.0,Salaried,Nagpur,Maharashtra,Mass Affluent,2021-08-19,B009
C01503,Customer 01503,Female,31,30500.0,Self-Employed,Madurai,Tamil Nadu,Standard,2021-08-20,B047
C01504,Customer 01504,Female,48,157900.0,Business,Vadodara,Gujarat,Premium,2025-10-25,B042
C01505,Customer 01505,Male,52,63900.0,Business,Pune,Maharashtra,Regular,2024-03-01,B024
C01506,Customer 01506,Female,50,82200.0,Business,New Delhi,Delhi,Mass Affluent,2022-01-10,B053
C01507,Customer 01507,Female,45,36200.0,Business,Pune,Maharashtra,Standard,2022-04-11,B010
C01508,Customer 01508,Male,42,49700.0,Student,Nagpur,Maharashtra,Regular,2021-10-18,B026
C01509,Customer 01509,Male,22,67700.0,Salaried,Nashik,Maharashtra,Regular,2022-01-06,B004
C01510,Customer 01510,Male,32,20400.0,Business,Kochi,Kerala,Standard,2022-01-08,B004
C01511,Customer 01511,Female,30,33500.0,Business,Chennai,Tamil Nadu,Standard,2023-01-10,B027
C01512,Customer 01512,Male,39,36900.0,Self-Employed,Thiruvananthapuram,Kerala,Standard,2022-04-10,B015
C01513,Customer 01513,Female,47,27200.0,Student,Surat,Gujarat,Standard,2021-12-29,B015
C01514,Customer 01514,Female,34,58300.0,Business,New Delhi,Delhi,Regular,2024-02-17,B057
C01515,Customer 01515,Male,18,52800.0,Salaried,Chennai,Tamil Nadu,Regular,2025-07-16,B012
C01516,Customer 01516,Male,52,120300.0,Professional,Ahmedabad,Gujarat,Premium,2021-12-20,B031
C01517,Customer 01517,Male,28,29700.0,Self-Employed,Nashik,Maharashtra,Standard,2022-05-03,B049
C01518,Customer 01518,Male,29,62600.0,Self-Employed,Warangal,Telangana,Regular,2023-08-02,B042
C01519,Customer 01519,Male,45,33900.0,Self-Employed,Mysuru,Karnataka,Standard,2024-01-03,B012
C01520,Customer 01520,Female,32,21400.0,Salaried,Hyderabad,Telangana,Standard,2024-10-28,B035
C01521,Customer 01521,Male,38,76000.0,Business,Warangal,Telangana,Regular,2021-08-16,B010
C01522,Customer 01522,Female,42,79500.0,Salaried,Nashik,Maharashtra,Regular,2024-04-18,B053
C01523,Customer 01523,Male,40,74500.0,Student,Nashik,Maharashtra,Regular,2021-09-02,B020
C01524,Customer 01524,Female,35,26700.0,Professional,Jaipur,Rajasthan,Standard,2023-03-24,B049
C01525,Customer 01525,Female,39,57600.0,Salaried,Vadodara,Gujarat,Regular,2022-08-31,B059
C01526,Customer 01526,Male,64,76400.0,Salaried,Nagpur,Maharashtra,Regular,2022-01-09,B023
C01527,Customer 01527,Female,52,92900.0,Salaried,Kochi,Kerala,Mass Affluent,2021-12-04,B024
C01528,Customer 01528,Male,49,77700.0,Professional,Nashik,Maharashtra,Regular,2024-10-23,B016
C01529,Customer 01529,Male,43,93500.0,Salaried,Kolkata,West Bengal,Mass Affluent,2021-10-16,B003
C01530,Customer 01530,Female,57,98900.0,Self-Employed,Kochi,Kerala,Mass Affluent,2025-05-14,B007
C01531,Customer 01531,Male,49,58300.0,Salaried,Mangaluru,Karnataka,Regular,2022-06-11,B048
C01532,Customer 01532,Male,53,72400.0,Student,Mumbai,Maharashtra,Regular,2021-08-24,B003
C01533,Customer 01533,Male,54,95300.0,Salaried,Nashik,Maharashtra,Mass Affluent,2024-12-22,B026
C01534,Customer 01534,Male,46,68200.0,Business,Delhi,Delhi,Regular,2022-07-01,B015
C01535,Customer 01535,Female,45,106400.0,Salaried,Mumbai,Maharashtra,Mass Affluent,2021-02-27,B002
C01536,Customer 01536,Female,35,89000.0,Salaried,Kolkata,West Bengal,Mass Affluent,2023-03-03,B055
C01537,Customer 01537,Female,60,38800.0,Salaried,Nashik,Maharashtra,Standard,2021-06-08,B012
C01538,Customer 01538,Female,38,26800.0,Business,Coimbatore,Tamil Nadu,Standard,2023-02-02,B054
C01539,Customer 01539,Male,27,55600.0,Retired,Kochi,Kerala,Regular,2021-02-01,B031
C01540,Customer 01540,Female,43,28700.0,Salaried,Lucknow,Uttar Pradesh,Standard,2022-11-04,B006
C01541,Customer 01541,Male,37,57600.0,Business,Hyderabad,Telangana,Regular,2022-09-08,B032
C01542,Customer 01542,Male,28,54800.0,Salaried,New Delhi,Delhi,Regular,2024-02-06,B007
C01543,Customer 01543,Female,28,112500.0,Self-Employed,Warangal,Telangana,Mass Affluent,2022-09-27,B047
C01544,Customer 01544,Female,39,72600.0,Self-Employed,Chennai,Tamil Nadu,Regular,2025-02-23,B032
C01545,Customer 01545,Male,40,94200.0,Self-Employed,Ahmedabad,Gujarat,Mass Affluent,2024-10-17,B025
C01546,Customer 01546,Male,23,42000.0,Self-Employed,Pune,Maharashtra,Standard,2021-08-16,B053
C01547,Customer 01547,Male,34,127600.0,Student,Kanpur,Uttar Pradesh,Premium,2025-06-20,B050
C01548,Customer 01548,Female,49,89900.0,Salaried,Vadodara,Gujarat,Mass Affluent,2023-02-04,B054
C01549,Customer 01549,Female,18,69600.0,Professional,Bengaluru,Karnataka,Regular,2025-11-22,B059
C01550,Customer 01550,Male,35,20400.0,Self-Employed,New Delhi,Delhi,Standard,2021-02-16,B015
C01551,Customer 01551,Female,38,105200.0,Salaried,Vadodara,Gujarat,Mass Affluent,2025-01-14,B019
C01552,Customer 01552,Male,45,145900.0,Salaried,Noida,Uttar Pradesh,Premium,2025-03-01,B057
C01553,Customer 01553,Female,36,55300.0,Professional,Udaipur,Rajasthan,Regular,2021-01-08,B039
C01554,Customer 01554,Male,34,56000.0,Self-Employed,Jaipur,Rajasthan,Regular,2024-03-30,B037
C01555,Customer 01555,Female,45,41400.0,Business,Pune,Maharashtra,Standard,2024-06-08,B020
C01556,Customer 01556,Male,37,22400.0,Salaried,Ahmedabad,Gujarat,Standard,2021-12-05,B020
C01557,Customer 01557,Male,57,40400.0,Salaried,Coimbatore,Tamil Nadu,Standard,2021-08-15,B048
C01558,Customer 01558,Male,45,137000.0,Student,Nashik,Maharashtra,Premium,2023-02-15,B014
C01559,Customer 01559,Female,47,99600.0,Retired,Bengaluru,Karnataka,Mass Affluent,2025-07-18,B026
C01560,Customer 01560,Female,39,36000.0,Business,Udaipur,Rajasthan,Standard,2023-11-16,B053
C01561,Customer 01561,Female,59,40000.0,Professional,Nagpur,Maharashtra,Standard,2024-10-19,B006
C01562,Customer 01562,Male,32,178000.0,Business,Chennai,Tamil Nadu,Premium,2022-03-19,B007
C01563,Customer 01563,Male,25,31400.0,Self-Employed,Mysuru,Karnataka,Standard,2025-07-31,B010
C01564,Customer 01564,Male,37,37100.0,Self-Employed,Nashik,Maharashtra,Standard,2021-12-24,B026
C01565,Customer 01565,Female,35,43400.0,Retired,Mysuru,Karnataka,Standard,2025-03-23,B009
C01566,Customer 01566,Male,36,26100.0,Professional,Kochi,Kerala,Standard,2021-09-19,B004
C01567,Customer 01567,Female,60,40900.0,Business,Udaipur,Rajasthan,Standard,2021-04-08,B054
C01568,Customer 01568,Female,29,41300.0,Salaried,Thiruvananthapuram,Kerala,Standard,2022-05-20,B023
C01569,Customer 01569,Male,37,33500.0,Retired,Madurai,Tamil Nadu,Standard,2021-11-13,B011
C01570,Customer 01570,Female,20,114200.0,Self-Employed,Mumbai,Maharashtra,Mass Affluent,2021-08-31,B025
C01571,Customer 01571,Male,59,29000.0,Retired,Madurai,Tamil Nadu,Standard,2021-01-16,B033
C01572,Customer 01572,Male,18,50900.0,Business,Ahmedabad,Gujarat,Regular,2025-10-04,B008
C01573,Customer 01573,Male,40,34000.0,Salaried,Lucknow,Uttar Pradesh,Standard,2022-06-10,B011
C01574,Customer 01574,Male,23,49000.0,Self-Employed,Nashik,Maharashtra,Regular,2024-02-19,B030
C01575,Customer 01575,Female,23,33100.0,Student,Chennai,Tamil Nadu,Standard,2022-01-26,B022
C01576,Customer 01576,Male,28,57300.0,Salaried,Mumbai,Maharashtra,Regular,2021-10-14,B053
C01577,Customer 01577,Female,26,65600.0,Student,New Delhi,Delhi,Regular,2025-04-14,B003
C01578,Customer 01578,Female,41,118900.0,Business,Jaipur,Rajasthan,Mass Affluent,2022-03-19,B035
C01579,Customer 01579,Male,24,39800.0,Salaried,Ahmedabad,Gujarat,Standard,2022-04-09,B051
C01580,Customer 01580,Male,49,133900.0,Salaried,New Delhi,Delhi,Premium,2025-10-01,B051
C01581,Customer 01581,Female,53,35300.0,Salaried,Vadodara,Gujarat,Standard,2024-06-19,B006
C01582,Customer 01582,Female,56,48300.0,Salaried,Ahmedabad,Gujarat,Regular,2022-08-14,B038
C01583,Customer 01583,Male,21,145200.0,Student,Jaipur,Rajasthan,Premium,2022-02-16,B020
C01584,Customer 01584,Female,29,271500.0,Professional,Kanpur,Uttar Pradesh,Premium,2022-05-25,B044
C01585,Customer 01585,Male,33,139000.0,Salaried,Kochi,Kerala,Premium,2024-06-15,B041
C01586,Customer 01586,Female,32,48600.0,Salaried,Jaipur,Rajasthan,Regular,2025-03-22,B057
C01587,Customer 01587,Female,47,73000.0,Salaried,Delhi,Delhi,Regular,2023-01-19,B013
C01588,Customer 01588,Male,41,80100.0,Student,Durgapur,West Bengal,Mass Affluent,2021-05-14,B059
C01589,Customer 01589,Male,28,66500.0,Business,Ahmedabad,Gujarat,Regular,2024-07-30,B029
C01590,Customer 01590,Male,35,31600.0,Salaried,Mangaluru,Karnataka,Standard,2025-09-13,B037
C01591,Customer 01591,Male,38,62600.0,Business,Lucknow,Uttar Pradesh,Regular,2024-01-27,B030
C01592,Customer 01592,Female,36,41600.0,Retired,Nashik,Maharashtra,Standard,2024-01-07,B039
C01593,Customer 01593,Male,30,32300.0,Professional,Noida,Uttar Pradesh,Standard,2023-09-28,B021
C01594,Customer 01594,Female,26,46300.0,Self-Employed,Vadodara,Gujarat,Regular,2023-11-07,B020
C01595,Customer 01595,Male,46,65400.0,Professional,Hyderabad,Telangana,Regular,2023-04-22,B019
C01596,Customer 01596,Male,25,95400.0,Professional,Hyderabad,Telangana,Mass Affluent,2022-01-04,B025
C01597,Customer 01597,Female,46,47800.0,Salaried,Lucknow,Uttar Pradesh,Regular,2024-09-03,B034
C01598,Customer 01598,Female,41,52700.0,Student,Hyderabad,Telangana,Regular,2024-09-07,B040
C01599,Customer 01599,Male,29,85600.0,Student,Hyderabad,Telangana,Mass Affluent,2022-12-19,B004
C01600,Customer 01600,Female,44,57200.0,Self-Employed,Nashik,Maharashtra,Regular,2022-07-22,B013
C01601,Customer 01601,Male,30,67800.0,Self-Employed,Chennai,Tamil Nadu,Regular,2024-07-24,B056
C01602,Customer 01602,Female,44,57400.0,Salaried,Mumbai,Maharashtra,Regular,2024-10-03,B050
C01603,Customer 01603,Female,29,61500.0,Professional,Jaipur,Rajasthan,Regular,2021-09-01,B055
C01604,Customer 01604,Female,39,30400.0,Self-Employed,Coimbatore,Tamil Nadu,Standard,2022-03-23,B003
C01605,Customer 01605,Female,37,58800.0,Self-Employed,Kolkata,West Bengal,Regular,2025-04-21,B011
C01606,Customer 01606,Male,31,120600.0,Salaried,Mumbai,Maharashtra,Premium,2022-11-12,B037
C01607,Customer 01607,Male,35,60400.0,Salaried,Mumbai,Maharashtra,Regular,2021-06-22,B048
C01608,Customer 01608,Male,31,34800.0,Retired,Kolkata,West Bengal,Standard,2025-11-26,B020
C01609,Customer 01609,Female,51,123900.0,Self-Employed,Nashik,Maharashtra,Premium,2023-08-07,B034
C01610,Customer 01610,Male,30,81800.0,Professional,Nagpur,Maharashtra,Mass Affluent,2022-10-09,B008
C01611,Customer 01611,Female,37,83900.0,Professional,Nagpur,Maharashtra,Mass Affluent,2023-07-07,B056
C01612,Customer 01612,Male,18,82700.0,Retired,Kochi,Kerala,Mass Affluent,2021-04-19,B014
C01613,Customer 01613,Female,30,29600.0,Retired,Jaipur,Rajasthan,Standard,2023-06-01,B042
C01614,Customer 01614,Male,45,78500.0,Self-Employed,Delhi,Delhi,Regular,2024-05-28,B023
C01615,Customer 01615,Male,43,117800.0,Retired,Mangaluru,Karnataka,Mass Affluent,2024-11-28,B060
C01616,Customer 01616,Female,43,42200.0,Salaried,Delhi,Delhi,Standard,2023-11-22,B006
C01617,Customer 01617,Female,38,19000.0,Self-Employed,Udaipur,Rajasthan,Standard,2022-02-07,B008
C01618,Customer 01618,Male,41,67200.0,Professional,Kolkata,West Bengal,Regular,2023-03-07,B055
C01619,Customer 01619,Female,54,56000.0,Student,Bengaluru,Karnataka,Regular,2024-05-25,B014
C01620,Customer 01620,Male,28,23500.0,Self-Employed,Mumbai,Maharashtra,Standard,2023-05-04,B057
C01621,Customer 01621,Male,51,76700.0,Salaried,Pune,Maharashtra,Regular,2025-10-15,B056
C01622,Customer 01622,Male,28,73600.0,Business,Durgapur,West Bengal,Regular,2025-09-30,B022
C01623,Customer 01623,Other,41,24600.0,Self-Employed,Jaipur,Rajasthan,Standard,2025-04-27,B022
C01624,Customer 01624,Female,29,155500.0,Business,Bengaluru,Karnataka,Premium,2025-02-26,B026
C01625,Customer 01625,Female,47,83100.0,Professional,Mumbai,Maharashtra,Mass Affluent,2023-04-02,B011
C01626,Customer 01626,Female,24,19400.0,Professional,Pune,Maharashtra,Standard,2023-04-15,B014
C01627,Customer 01627,Male,27,86300.0,Salaried,Thiruvananthapuram,Kerala,Mass Affluent,2025-05-19,B018
C01628,Customer 01628,Male,37,84900.0,Self-Employed,Mysuru,Karnataka,Mass Affluent,2025-04-09,B008
C01629,Customer 01629,Male,29,119800.0,Salaried,Udaipur,Rajasthan,Mass Affluent,2025-12-09,B054
C01630,Customer 01630,Male,30,39000.0,Professional,Warangal,Telangana,Standard,2025-05-24,B050
C01631,Customer 01631,Male,37,87000.0,Salaried,Surat,Gujarat,Mass Affluent,2023-09-09,B011
C01632,Customer 01632,Other,24,48300.0,Student,Mangaluru,Karnataka,Regular,2024-09-25,B043
C01633,Customer 01633,Female,39,40500.0,Salaried,Mumbai,Maharashtra,Standard,2023-09-20,B034
C01634,Customer 01634,Male,42,34200.0,Salaried,Warangal,Telangana,Standard,2022-03-28,B002
C01635,Customer 01635,Male,21,19300.0,Professional,Udaipur,Rajasthan,Standard,2022-10-28,B018
C01636,Customer 01636,Female,41,74000.0,Salaried,Warangal,Telangana,Regular,2023-11-06,B012
C01637,Customer 01637,Female,40,47300.0,Salaried,Coimbatore,Tamil Nadu,Regular,2025-10-30,B003
C01638,Customer 01638,Female,43,15000.0,Self-Employed,Nashik,Maharashtra,Standard,2021-05-27,B054
C01639,Customer 01639,Male,39,57300.0,Salaried,Thiruvananthapuram,Kerala,Regular,2022-06-27,B021
C01640,Customer 01640,Male,42,104000.0,Salaried,Jaipur,Rajasthan,Mass Affluent,2023-05-26,B019
C01641,Customer 01641,Female,42,26800.0,Salaried,Bengaluru,Karnataka,Standard,2025-11-30,B055
C01642,Customer 01642,Male,41,37200.0,Salaried,Thiruvananthapuram,Kerala,Standard,2023-04-27,B004
C01643,Customer 01643,Female,42,70100.0,Business,Hyderabad,Telangana,Regular,2025-11-12,B034
C01644,Customer 01644,Male,55,15000.0,Salaried,Hyderabad,Telangana,Standard,2025-03-08,B014
C01645,Customer 01645,Male,52,41000.0,Self-Employed,Udaipur,Rajasthan,Standard,2021-02-24,B048
C01646,Customer 01646,Male,37,66600.0,Self-Employed,Noida,Uttar Pradesh,Regular,2025-12-13,B026
C01647,Customer 01647,Female,31,40400.0,Retired,Warangal,Telangana,Standard,2022-01-06,B028
C01648,Customer 01648,Male,52,26900.0,Salaried,Nashik,Maharashtra,Standard,2024-12-25,B017
C01649,Customer 01649,Female,63,27700.0,Retired,Delhi,Delhi,Standard,2025-04-24,B020
C01650,Customer 01650,Female,38,22700.0,Salaried,Lucknow,Uttar Pradesh,Standard,2021-04-17,B016
C01651,Customer 01651,Female,43,38800.0,Professional,Bengaluru,Karnataka,Standard,2022-09-23,B056
C01652,Customer 01652,Male,34,98300.0,Salaried,New Delhi,Delhi,Mass Affluent,2021-02-21,B050
C01653,Customer 01653,Other,44,201600.0,Retired,Ahmedabad,Gujarat,Premium,2025-07-05,B027
C01654,Customer 01654,Male,18,56100.0,Professional,Surat,Gujarat,Regular,2022-01-20,B019
C01655,Customer 01655,Male,32,83900.0,Salaried,Warangal,Telangana,Mass Affluent,2024-03-29,B022
C01656,Customer 01656,Female,46,32800.0,Salaried,Kochi,Kerala,Standard,2022-01-12,B003
C01657,Customer 01657,Female,28,17400.0,Self-Employed,Mangaluru,Karnataka,Standard,2024-01-01,B032
C01658,Customer 01658,Male,44,152300.0,Self-Employed,Nagpur,Maharashtra,Premium,2022-06-15,B057
C01659,Customer 01659,Female,44,39600.0,Business,Bengaluru,Karnataka,Standard,2025-09-19,B013
C01660,Customer 01660,Male,44,81700.0,Self-Employed,Lucknow,Uttar Pradesh,Mass Affluent,2021-12-12,B013
C01661,Customer 01661,Male,32,60000.0,Business,Warangal,Telangana,Regular,2021-04-26,B026
C01662,Customer 01662,Male,46,95000.0,Salaried,Bengaluru,Karnataka,Mass Affluent,2022-12-27,B035
C01663,Customer 01663,Male,58,93000.0,Salaried,Noida,Uttar Pradesh,Mass Affluent,2024-06-15,B051
C01664,Customer 01664,Female,33,64100.0,Salaried,Lucknow,Uttar Pradesh,Regular,2023-11-01,B043
C01665,Customer 01665,Female,31,68100.0,Salaried,Lucknow,Uttar Pradesh,Regular,2022-12-12,B055
C01666,Customer 01666,Male,36,107200.0,Salaried,Kanpur,Uttar Pradesh,Mass Affluent,2022-12-11,B014
C01667,Customer 01667,Male,41,43900.0,Business,Mangaluru,Karnataka,Standard,2024-12-03,B035
C01668,Customer 01668,Other,27,129400.0,Professional,Udaipur,Rajasthan,Premium,2025-06-20,B020
C01669,Customer 01669,Female,33,37300.0,Salaried,Surat,Gujarat,Standard,2022-02-21,B010
C01670,Customer 01670,Male,54,57400.0,Self-Employed,Kanpur,Uttar Pradesh,Regular,2021-12-17,B020
C01671,Customer 01671,Female,50,77700.0,Salaried,Durgapur,West Bengal,Regular,2022-10-18,B023
C01672,Customer 01672,Female,27,22500.0,Retired,Jaipur,Rajasthan,Standard,2022-06-13,B009
C01673,Customer 01673,Male,59,117600.0,Business,Hyderabad,Telangana,Mass Affluent,2025-09-05,B054
C01674,Customer 01674,Female,33,71500.0,Business,Nagpur,Maharashtra,Regular,2023-07-11,B058
C01675,Customer 01675,Male,42,337900.0,Self-Employed,Madurai,Tamil Nadu,Premium,2023-07-08,B011
C01676,Customer 01676,Male,38,172700.0,Salaried,Kochi,Kerala,Premium,2021-08-16,B056
C01677,Customer 01677,Female,48,54700.0,Salaried,Thiruvananthapuram,Kerala,Regular,2023-07-30,B055
C01678,Customer 01678,Male,25,146800.0,Business,Nagpur,Maharashtra,Premium,2022-05-12,B016
C01679,Customer 01679,Female,32,87700.0,Student,Nagpur,Maharashtra,Mass Affluent,2021-08-29,B043
C01680,Customer 01680,Male,28,62500.0,Salaried,Nagpur,Maharashtra,Regular,2022-11-27,B052
C01681,Customer 01681,Female,26,22100.0,Self-Employed,Kolkata,West Bengal,Standard,2023-02-18,B021
C01682,Customer 01682,Female,30,25100.0,Self-Employed,Kanpur,Uttar Pradesh,Standard,2022-01-07,B012
C01683,Customer 01683,Male,29,55100.0,Business,Mysuru,Karnataka,Regular,2024-06-11,B005
C01684,Customer 01684,Male,45,41900.0,Self-Employed,Chennai,Tamil Nadu,Standard,2022-09-19,B058
C01685,Customer 01685,Male,34,62300.0,Salaried,Kanpur,Uttar Pradesh,Regular,2022-06-26,B042
C01686,Customer 01686,Female,35,117000.0,Business,Jaipur,Rajasthan,Mass Affluent,2025-12-22,B002
C01687,Customer 01687,Female,18,88500.0,Salaried,Madurai,Tamil Nadu,Mass Affluent,2023-05-16,B016
C01688,Customer 01688,Male,49,37500.0,Business,Warangal,Telangana,Standard,2024-10-19,B008
C01689,Customer 01689,Male,19,91500.0,Salaried,Coimbatore,Tamil Nadu,Mass Affluent,2024-03-18,B049
C01690,Customer 01690,Female,39,33300.0,Salaried,Mangaluru,Karnataka,Standard,2021-05-10,B038
C01691,Customer 01691,Female,53,29300.0,Salaried,Coimbatore,Tamil Nadu,Standard,2025-09-27,B018
C01692,Customer 01692,Female,55,67800.0,Professional,Kolkata,West Bengal,Regular,2024-07-08,B006
C01693,Customer 01693,Female,23,35100.0,Salaried,Kanpur,Uttar Pradesh,Standard,2024-04-11,B031
C01694,Customer 01694,Male,36,38600.0,Salaried,Hyderabad,Telangana,Standard,2023-04-14,B060
C01695,Customer 01695,Female,46,95000.0,Salaried,Udaipur,Rajasthan,Mass Affluent,2023-01-05,B004
C01696,Customer 01696,Female,34,79000.0,Salaried,Nashik,Maharashtra,Regular,2024-04-30,B013
C01697,Customer 01697,Female,50,44800.0,Self-Employed,Vadodara,Gujarat,Standard,2021-10-06,B024
C01698,Customer 01698,Female,18,22500.0,Professional,Nagpur,Maharashtra,Standard,2022-04-07,B048
C01699,Customer 01699,Female,40,36700.0,Retired,Mysuru,Karnataka,Standard,2024-11-26,B010
C01700,Customer 01700,Male,43,160000.0,Retired,Kolkata,West Bengal,Premium,2025-01-22,B056
C01701,Customer 01701,Male,25,93600.0,Salaried,Thiruvananthapuram,Kerala,Mass Affluent,2025-05-13,B038
C01702,Customer 01702,Female,47,120300.0,Salaried,Nagpur,Maharashtra,Premium,2024-09-01,B045
C01703,Customer 01703,Male,27,63300.0,Salaried,Ahmedabad,Gujarat,Regular,2021-09-28,B012
C01704,Customer 01704,Male,56,45300.0,Student,Jaipur,Rajasthan,Regular,2024-01-14,B003
C01705,Customer 01705,Female,34,90500.0,Salaried,Mangaluru,Karnataka,Mass Affluent,2022-03-29,B018
C01706,Customer 01706,Female,36,111300.0,Self-Employed,Madurai,Tamil Nadu,Mass Affluent,2023-04-15,B055
C01707,Customer 01707,Female,27,42200.0,Business,Jaipur,Rajasthan,Standard,2025-01-29,B054
C01708,Customer 01708,Male,34,37200.0,Salaried,Warangal,Telangana,Standard,2022-06-04,B048
C01709,Customer 01709,Male,30,23800.0,Self-Employed,Mangaluru,Karnataka,Standard,2023-07-23,B030
C01710,Customer 01710,Female,41,36600.0,Salaried,Delhi,Delhi,Standard,2023-07-11,B047
C01711,Customer 01711,Male,41,79500.0,Self-Employed,Jaipur,Rajasthan,Regular,2025-10-26,B025
C01712,Customer 01712,Male,37,39600.0,Salaried,Chennai,Tamil Nadu,Standard,2022-07-30,B001
C01713,Customer 01713,Female,40,91800.0,Salaried,Pune,Maharashtra,Mass Affluent,2022-03-24,B051
C01714,Customer 01714,Male,26,162300.0,Salaried,Jaipur,Rajasthan,Premium,2024-06-22,B006
C01715,Customer 01715,Female,27,55800.0,Professional,Nagpur,Maharashtra,Regular,2022-09-19,B047
C01716,Customer 01716,Male,51,54500.0,Student,Jaipur,Rajasthan,Regular,2025-07-21,B037
C01717,Customer 01717,Female,30,74400.0,Student,Mysuru,Karnataka,Regular,2025-07-23,B045
C01718,Customer 01718,Male,41,40100.0,Salaried,Kochi,Kerala,Standard,2025-03-15,B034
C01719,Customer 01719,Female,18,38500.0,Salaried,New Delhi,Delhi,Standard,2021-05-19,B053
C01720,Customer 01720,Male,43,39200.0,Salaried,New Delhi,Delhi,Standard,2024-09-10,B056
C01721,Customer 01721,Female,51,29300.0,Business,Nashik,Maharashtra,Standard,2022-05-24,B015
C01722,Customer 01722,Male,39,90200.0,Salaried,New Delhi,Delhi,Mass Affluent,2021-07-12,B014
C01723,Customer 01723,Female,40,41900.0,Salaried,Noida,Uttar Pradesh,Standard,2025-06-07,B041
C01724,Customer 01724,Female,55,101400.0,Salaried,Thiruvananthapuram,Kerala,Mass Affluent,2022-03-10,B041
C01725,Customer 01725,Female,41,73600.0,Self-Employed,New Delhi,Delhi,Regular,2024-09-10,B006
C01726,Customer 01726,Female,30,54300.0,Salaried,Vadodara,Gujarat,Regular,2025-03-14,B041
C01727,Customer 01727,Male,33,85900.0,Retired,Kolkata,West Bengal,Mass Affluent,2022-12-17,B046
C01728,Customer 01728,Other,31,32700.0,Business,Kanpur,Uttar Pradesh,Standard,2021-12-14,B037
C01729,Customer 01729,Male,49,35800.0,Salaried,Hyderabad,Telangana,Standard,2023-08-14,B002
C01730,Customer 01730,Male,52,81400.0,Salaried,Vadodara,Gujarat,Mass Affluent,2021-05-31,B006
C01731,Customer 01731,Female,50,16400.0,Salaried,Ahmedabad,Gujarat,Standard,2025-03-21,B031
C01732,Customer 01732,Female,30,55400.0,Salaried,Durgapur,West Bengal,Regular,2024-09-28,B057
C01733,Customer 01733,Male,39,76100.0,Salaried,Mumbai,Maharashtra,Regular,2021-08-04,B012
C01734,Customer 01734,Male,46,113100.0,Business,Hyderabad,Telangana,Mass Affluent,2025-03-12,B057
C01735,Customer 01735,Male,25,126600.0,Business,New Delhi,Delhi,Premium,2024-09-22,B058
C01736,Customer 01736,Female,48,51200.0,Salaried,Udaipur,Rajasthan,Regular,2022-10-06,B001
C01737,Customer 01737,Female,47,84000.0,Self-Employed,Mumbai,Maharashtra,Mass Affluent,2023-07-02,B035
C01738,Customer 01738,Female,45,35300.0,Retired,Hyderabad,Telangana,Standard,2021-05-03,B023
C01739,Customer 01739,Female,47,43100.0,Business,Chennai,Tamil Nadu,Standard,2022-11-01,B059
C01740,Customer 01740,Male,37,116700.0,Retired,Warangal,Telangana,Mass Affluent,2024-06-13,B019
C01741,Customer 01741,Female,29,53800.0,Salaried,Nashik,Maharashtra,Regular,2021-02-23,B057
C01742,Customer 01742,Male,51,60000.0,Self-Employed,Madurai,Tamil Nadu,Regular,2024-10-27,B006
C01743,Customer 01743,Male,39,31200.0,Self-Employed,Coimbatore,Tamil Nadu,Standard,2024-01-18,B002
